,State,Year,Quarter,District,Count,Amount
14733,Telangana,2019,4,nizamabad district,1638281,3627249339.2387323
14734,Telangana,2019,4,adilabad district,395004,791642341.6090925
14735,Telangana,2019,4,rajanna sircilla district,600689,1301541778.6067424
14736,Telangana,2019,4,nagarkurnool district,933585,2233923658.115257
14737,Telangana,2019,4,peddapalle district,1360978,2960713411.6268864
14738,Telangana,2019,4,nirmal district,528301,1133229683.1589468
14739,Telangana,2019,4,mahabubabad district,850549,1675353014.2975852
14740,Telangana,2019,4,sangareddy district,3687957,6643761917.41535
14741,Telangana,2019,4,wanaparthy district,507428,1216946623.313059
14742,Telangana,2019,4,vikarabad district,688709,1424370972.6543646
14743,Telangana,2019,4,jagtial district,853526,1885810564.1351793
14744,Telangana,2019,4,yadadri bhuvanagiri district,1376210,2917661179.1368203
14745,Telangana,2019,4,medak district,746346,1468382159.4114661
14746,Telangana,2019,4,mahbubnagar district,1133602,2409813569.4080114
14747,Telangana,2019,4,jaya shankar bhalupally district,636364,1456148257.6858165
14748,Telangana,2019,4,warangal urban district,4698981,7877138784.222425
14749,Telangana,2019,4,rangareddy district,31237803,44757331443.568375
14750,Telangana,2019,4,hyderabad district,72987282,130230415629.3025
14751,Telangana,2019,4,suryapet district,1055324,2378054140.977039
14752,Telangana,2019,4,jogulamba gadwal district,521737,1114452481.2689347
14753,Telangana,2019,4,kamareddy district,896879,1897721264.8307636
14754,Telangana,2019,4,mulugu district,276728,653079691.2296635
14755,Telangana,2019,4,medchal malkajgiri district,22999944,31417907129.793076
14756,Telangana,2019,4,karimnagar district,2289360,4404111000.947509
14757,Telangana,2019,4,mancherial district,1219849,2827258423.4489546
14758,Telangana,2019,4,siddipet district,1508776,3271349293.2839117
14759,Telangana,2019,4,khammam district,1917973,3902061676.7459927
14760,Telangana,2020,1,narayanpet district,455130,1067253461.1912576
14761,Telangana,2020,1,nalgonda district,2636023,6345459438.726553
14762,Telangana,2020,1,jangaon district,1358798,2902674909.8656845
14763,Telangana,2020,1,bhadradri kothagudem district,1849454,4548915939.10561
14764,Telangana,2020,1,warangal rural district,1380277,2762397108.6799946
14765,Telangana,2020,1,kumuram bheem asifabad district,431200,924829748.6767043
14766,Telangana,2020,1,nizamabad district,2202642,4951415940.342635
14767,Telangana,2020,1,adilabad district,521578,1199179008.426102
14768,Telangana,2020,1,rajanna sircilla district,771444,1821242659.8739936
14769,Telangana,2020,1,nagarkurnool district,1379087,3566283298.1075497
14770,Telangana,2020,1,peddapalle district,1794982,3975776398.2863264
14771,Telangana,2020,1,nirmal district,654090,1616088714.4239542
14772,Telangana,2020,1,mahabubabad district,1131336,2380623170.982039
14773,Telangana,2020,1,sangareddy district,4610027,8691296108.435516
14774,Telangana,2020,1,wanaparthy district,705583,1719603962.7896023
14775,Telangana,2020,1,vikarabad district,966022,2067670438.7772045
14776,Telangana,2020,1,jagtial district,1100444,2555776130.8061604
14777,Telangana,2020,1,yadadri bhuvanagiri district,1677327,3614895962.8076024
14778,Telangana,2020,1,medak district,969091,1971427872.180642
14779,Telangana,2020,1,mahbubnagar district,1439754,3050397769.100156
14780,Telangana,2020,1,jaya shankar bhalupally district,837146,2203226556.5045834
14781,Telangana,2020,1,warangal urban district,6200767,12008422912.496418
14782,Telangana,2020,1,rangareddy district,31802492,45881228273.95146
14783,Telangana,2020,1,hyderabad district,94177232,183207208610.81787
14784,Telangana,2020,1,suryapet district,1427044,3295595248.4370594
14785,Telangana,2020,1,jogulamba gadwal district,692408,1613421876.413753
14786,Telangana,2020,1,kamareddy district,1148492,2474184242.60747
14787,Telangana,2020,1,mulugu district,436187,1155104119.66164
14788,Telangana,2020,1,medchal malkajgiri district,25458101,37404467180.931694
14789,Telangana,2020,1,karimnagar district,3037633,6437076498.978258
14790,Telangana,2020,1,mancherial district,1708111,4017582988.9663706
14791,Telangana,2020,1,siddipet district,1912271,4387174573.133842
14792,Telangana,2020,1,khammam district,2537352,5525879243.728758
14793,Telangana,2020,2,narayanpet district,695607,1503742472.362174
14794,Telangana,2020,2,nalgonda district,3786127,8540610042.867538
14795,Telangana,2020,2,jangaon district,1759512,3498060215.3452044
14796,Telangana,2020,2,bhadradri kothagudem district,2391943,5623659100.95859
14797,Telangana,2020,2,warangal rural district,2026328,3918025398.0865736
14798,Telangana,2020,2,kumuram bheem asifabad district,589630,1322968097.1360505
14799,Telangana,2020,2,nizamabad district,2750473,6638415628.443302
14800,Telangana,2020,2,adilabad district,680275,1524883392.4054193
14801,Telangana,2020,2,rajanna sircilla district,1005107,2223196910.7411313
14802,Telangana,2020,2,nagarkurnool district,2065489,4460050448.486773
14803,Telangana,2020,2,peddapalle district,2293157,4788894395.201496
14804,Telangana,2020,2,nirmal district,835049,2145022169.0158358
14805,Telangana,2020,2,mahabubabad district,1721463,3572106362.348245
14806,Telangana,2020,2,sangareddy district,4807036,8780427655.861984
14807,Telangana,2020,2,wanaparthy district,1041972,2330763455.8468223
14808,Telangana,2020,2,vikarabad district,1337076,2336128467.801978
14809,Telangana,2020,2,jagtial district,1504160,3565039911.672269
14810,Telangana,2020,2,yadadri bhuvanagiri district,2018354,4098335517.574524
14811,Telangana,2020,2,medak district,1281978,2500774235.3230863
14812,Telangana,2020,2,mahbubnagar district,1726832,3401780719.062594
14813,Telangana,2020,2,jaya shankar bhalupally district,1118207,2683325971.192736
14814,Telangana,2020,2,warangal urban district,6239185,13617334891.581211
14815,Telangana,2020,2,rangareddy district,18068048,31273545586.261536
14816,Telangana,2020,2,hyderabad district,56374644,130820061488.30272
14817,Telangana,2020,2,suryapet district,2070003,5008825032.281717
14818,Telangana,2020,2,jogulamba gadwal district,960673,2414251006.888463
14819,Telangana,2020,2,kamareddy district,1588473,3530203792.2776647
14820,Telangana,2020,2,mulugu district,548767,1498496960.2545447
14821,Telangana,2020,2,medchal malkajgiri district,17860704,29732057894.60774
14822,Telangana,2020,2,karimnagar district,3030914,6621194087.94509
14823,Telangana,2020,2,mancherial district,2131238,4472790687.891081
14824,Telangana,2020,2,siddipet district,2417054,5240899389.901978
14825,Telangana,2020,2,khammam district,3329665,7845967966.504283
14826,Telangana,2020,3,narayanpet district,783327,1902627904.62247
14827,Telangana,2020,3,nalgonda district,5228596,12019426389.403297
14828,Telangana,2020,3,jangaon district,2017277,4140321227.647342
14829,Telangana,2020,3,bhadradri kothagudem district,3196550,7671316620.377354
14830,Telangana,2020,3,warangal rural district,2344202,4962993534.951414
14831,Telangana,2020,3,kumuram bheem asifabad district,769865,1675480569.6999292
14832,Telangana,2020,3,nizamabad district,3738711,8812060816.702126
14833,Telangana,2020,3,adilabad district,897345,1988333702.679586
14834,Telangana,2020,3,rajanna sircilla district,1341971,3102179679.4662037
14835,Telangana,2020,3,nagarkurnool district,2457619,5813967118.645211
14836,Telangana,2020,3,peddapalle district,3165247,6772933142.766051
14837,Telangana,2020,3,nirmal district,1117211,3114725315.389447
14838,Telangana,2020,3,mahabubabad district,2057383,4294089771.5496736
14839,Telangana,2020,3,sangareddy district,6800085,12980683896.976254
14840,Telangana,2020,3,wanaparthy district,1234628,3016246622.6626596
14841,Telangana,2020,3,vikarabad district,1608742,3284049784.051024
14842,Telangana,2020,3,jagtial district,2078603,5050134980.509495
14843,Telangana,2020,3,yadadri bhuvanagiri district,2675838,5838319417.216424
14844,Telangana,2020,3,medak district,1948206,4236040846.328572
14845,Telangana,2020,3,mahbubnagar district,2371373,5055802636.647903
14846,Telangana,2020,3,jaya shankar bhalupally district,1439193,3673328300.1233864
14847,Telangana,2020,3,warangal urban district,7847624,17470830635.334423
14848,Telangana,2020,3,rangareddy district,29573243,51787722036.044556
14849,Telangana,2020,3,hyderabad district,99285803,228448742377.47607
14850,Telangana,2020,3,suryapet district,2745417,6451797391.596656
14851,Telangana,2020,3,jogulamba gadwal district,1269849,3465592564.8372164
14852,Telangana,2020,3,kamareddy district,1931489,4253804723.6002865
14853,Telangana,2020,3,mulugu district,700289,1906993181.761936
14854,Telangana,2020,3,medchal malkajgiri district,28698311,48831695001.78223
14855,Telangana,2020,3,karimnagar district,4242409,9665080706.228874
14856,Telangana,2020,3,mancherial district,3056009,6633824054.497068
14857,Telangana,2020,3,siddipet district,3137039,7015923741.021015
14858,Telangana,2020,3,khammam district,4612672,10624076063.27388
14859,Telangana,2020,4,narayanpet district,1122820,2835819720.016362
14860,Telangana,2020,4,nalgonda district,7966177,19282405659.535854
14861,Telangana,2020,4,jangaon district,3031598,6561515594.088474
14862,Telangana,2020,4,bhadradri kothagudem district,5185352,12782078782.234629
14863,Telangana,2020,4,warangal rural district,3301035,7061015635.913547
14864,Telangana,2020,4,kumuram bheem asifabad district,1255788,2599620374.1924663
14865,Telangana,2020,4,nizamabad district,5857682,15245199022.577251
14866,Telangana,2020,4,adilabad district,1494484,3501126352.5856867
14867,Telangana,2020,4,rajanna sircilla district,2158748,5123169526.190012
14868,Telangana,2020,4,nagarkurnool district,3613079,9022680672.803654
14869,Telangana,2020,4,peddapalle district,5150603,10874763808.441689
14870,Telangana,2020,4,nirmal district,1709052,4786165444.904333
14871,Telangana,2020,4,mahabubabad district,2985467,6391599550.63833
14872,Telangana,2020,4,sangareddy district,11444304,22088541539.15049
14873,Telangana,2020,4,wanaparthy district,1878120,4653274168.989356
14874,Telangana,2020,4,vikarabad district,2521145,5380594708.229063
14875,Telangana,2020,4,jagtial district,3204589,8148634697.350504
14876,Telangana,2020,4,yadadri bhuvanagiri district,4445644,10126950083.340902
14877,Telangana,2020,4,medak district,2913551,6627122841.862166
14878,Telangana,2020,4,mahbubnagar district,3778283,8337765904.894909
14879,Telangana,2020,4,jaya shankar bhalupally district,2144371,5358552576.958319
14880,Telangana,2020,4,warangal urban district,11918795,25712185991.211586
14881,Telangana,2020,4,rangareddy district,53405219,89256130453.08656
14882,Telangana,2020,4,hyderabad district,117008707,243045184188.28207
14883,Telangana,2020,4,suryapet district,4322234,10332732240.89793
14884,Telangana,2020,4,jogulamba gadwal district,1815083,4716814930.788986
14885,Telangana,2020,4,kamareddy district,3045875,7470236114.994878
14886,Telangana,2020,4,mulugu district,1080109,2751716832.141886
14887,Telangana,2020,4,medchal malkajgiri district,49900746,81801106073.41167
14888,Telangana,2020,4,karimnagar district,6853847,15369367186.015852
14889,Telangana,2020,4,mancherial district,5086014,10978959291.406088
14890,Telangana,2020,4,siddipet district,5009319,11662960489.776716
14891,Telangana,2020,4,khammam district,7035947,16464448770.047258
14892,Telangana,2021,1,narayanpet district,1167125,3310846779.258506
14893,Telangana,2021,1,nalgonda district,8018559,19628854223.156055
14894,Telangana,2021,1,jangaon district,3112444,6973669289.332452
14895,Telangana,2021,1,bhadradri kothagudem district,5386614,13659056643.17039
14896,Telangana,2021,1,warangal rural district,3145714,7121440709.901886
14897,Telangana,2021,1,kumuram bheem asifabad district,1378555,3157992830.7553616
14898,Telangana,2021,1,nizamabad district,5831809,14665519256.295437
14899,Telangana,2021,1,adilabad district,1676245,4215815167.282011
14900,Telangana,2021,1,rajanna sircilla district,2140974,5260861081.591412
14901,Telangana,2021,1,nagarkurnool district,3694212,10257144532.350464
14902,Telangana,2021,1,peddapalle district,5112755,10786831118.767836
14903,Telangana,2021,1,nirmal district,1744066,5096550372.246416
14904,Telangana,2021,1,mahabubabad district,2942202,6803110882.943872
14905,Telangana,2021,1,sangareddy district,12350347,23546322114.765312
14906,Telangana,2021,1,wanaparthy district,1880504,5057446529.389015
14907,Telangana,2021,1,vikarabad district,2667959,6288645224.650791
14908,Telangana,2021,1,jagtial district,3293619,8495922767.498055
14909,Telangana,2021,1,yadadri bhuvanagiri district,4682204,10482121487.112892
14910,Telangana,2021,1,medak district,2852487,6251716708.054497
14911,Telangana,2021,1,mahbubnagar district,4009637,9130053733.193928
14912,Telangana,2021,1,jaya shankar bhalupally district,2105785,5545124764.415361
14913,Telangana,2021,1,warangal urban district,13629397,28292658503.028107
14914,Telangana,2021,1,rangareddy district,60675056,98883148961.30931
14915,Telangana,2021,1,hyderabad district,169703372,316572388133.7874
14916,Telangana,2021,1,suryapet district,4438459,11053139673.870525
14917,Telangana,2021,1,jogulamba gadwal district,1749281,4982989534.247987
14918,Telangana,2021,1,kamareddy district,2897037,7016072957.359794
14919,Telangana,2021,1,mulugu district,1158750,3293242509.204965
14920,Telangana,2021,1,medchal malkajgiri district,54854446,87516738646.29623
14921,Telangana,2021,1,karimnagar district,6934134,15385243676.854752
14922,Telangana,2021,1,mancherial district,5080342,11065632622.696743
14923,Telangana,2021,1,siddipet district,5117034,11905435424.43538
14924,Telangana,2021,1,khammam district,7140986,17657527187.368073
14925,Telangana,2021,2,narayanpet district,1654354,4363288456.829841
14926,Telangana,2021,2,nalgonda district,10161723,25305904142.337223
14927,Telangana,2021,2,jangaon district,4101984,9097534046.327433
14928,Telangana,2021,2,bhadradri kothagudem district,6854796,16726841230.68533
14929,Telangana,2021,2,warangal rural district,4096643,9608357753.675695
14930,Telangana,2021,2,kumuram bheem asifabad district,1750108,3616140631.8292265
14931,Telangana,2021,2,nizamabad district,7753597,21755545090.473732
14932,Telangana,2021,2,adilabad district,2085591,4963034633.522783
14933,Telangana,2021,2,rajanna sircilla district,2831321,6928172010.622464
14934,Telangana,2021,2,nagarkurnool district,4876420,12210795742.454664
14935,Telangana,2021,2,peddapalle district,6670402,14414394127.107388
14936,Telangana,2021,2,nirmal district,2400460,7249341788.021781
14937,Telangana,2021,2,mahabubabad district,3894628,9057754916.76895
14938,Telangana,2021,2,sangareddy district,14851128,28799723416.87831
14939,Telangana,2021,2,wanaparthy district,2603925,6670336828.621043
14940,Telangana,2021,2,vikarabad district,3556227,7761185953.963232
14941,Telangana,2021,2,jagtial district,4428112,12612225820.950344
14942,Telangana,2021,2,yadadri bhuvanagiri district,5848194,13244058903.996319
14943,Telangana,2021,2,medak district,3415198,7629372343.577742
14944,Telangana,2021,2,mahbubnagar district,5064194,11391442175.389671
14945,Telangana,2021,2,jaya shankar bhalupally district,2675877,6859770059.015409
14946,Telangana,2021,2,warangal urban district,15534189,35324332007.02503
14947,Telangana,2021,2,rangareddy district,63155281,113987187628.93881
14948,Telangana,2021,2,hyderabad district,212326623,424872741465.13696
14949,Telangana,2021,2,suryapet district,6058271,15856636127.353405
14950,Telangana,2021,2,jogulamba gadwal district,2339787,6421818499.090552
14951,Telangana,2021,2,kamareddy district,3927221,10042472983.437822
14952,Telangana,2021,2,mulugu district,1462923,4115582609.583652
14953,Telangana,2021,2,medchal malkajgiri district,58755991,102864360004.68025
14954,Telangana,2021,2,karimnagar district,8548354,20534233590.75627
14955,Telangana,2021,2,mancherial district,6439833,13999260362.653545
14956,Telangana,2021,2,siddipet district,6647863,15903147261.01064
14957,Telangana,2021,2,khammam district,9096326,23771340184.86827
14958,Telangana,2021,3,narayanpet district,1866231,4774940526.25939
14959,Telangana,2021,3,nalgonda district,11844124,26760618927.739136
14960,Telangana,2021,3,jangaon district,4543161,9323782160.149391
14961,Telangana,2021,3,bhadradri kothagudem district,8176066,18135807092.898582
14962,Telangana,2021,3,warangal rural district,4443014,9287949664.12062
14963,Telangana,2021,3,kumuram bheem asifabad district,2106478,3942987886.809449
14964,Telangana,2021,3,nizamabad district,9331288,22809748582.059334
14965,Telangana,2021,3,adilabad district,2630821,5478367906.889686
14966,Telangana,2021,3,rajanna sircilla district,3381445,7695820233.395802
14967,Telangana,2021,3,nagarkurnool district,5674815,13208290733.935995
14968,Telangana,2021,3,peddapalle district,7647792,15215632332.166233
14969,Telangana,2021,3,nirmal district,2881221,7695725936.471862
14970,Telangana,2021,3,mahabubabad district,4261138,8803059150.714489
14971,Telangana,2021,3,sangareddy district,18758999,33876669677.960114
14972,Telangana,2021,3,wanaparthy district,2940519,7211167470.111839
14973,Telangana,2021,3,vikarabad district,4239647,8826445969.78196
14974,Telangana,2021,3,jagtial district,5294868,13500491629.987583
14975,Telangana,2021,3,yadadri bhuvanagiri district,6990011,14856731507.023874
14976,Telangana,2021,3,medak district,3824263,7874530429.994419
14977,Telangana,2021,3,mahbubnagar district,6305580,13292231448.187187
14978,Telangana,2021,3,jaya shankar bhalupally district,3033601,7101185779.855804
14979,Telangana,2021,3,warangal urban district,20050897,41422180516.83781
14980,Telangana,2021,3,rangareddy district,87884143,147772047919.14047
14981,Telangana,2021,3,hyderabad district,262028284,479343321365.37256
14982,Telangana,2021,3,suryapet district,7084587,16323643910.434517
14983,Telangana,2021,3,jogulamba gadwal district,2868741,7342093816.797329
14984,Telangana,2021,3,kamareddy district,4500228,9913123880.1505
14985,Telangana,2021,3,mulugu district,1650210,4101683407.368558
14986,Telangana,2021,3,medchal malkajgiri district,79514766,130838255095.6952
14987,Telangana,2021,3,karimnagar district,10704240,23540118368.011086
14988,Telangana,2021,3,mancherial district,7689749,15494076002.531456
14989,Telangana,2021,3,siddipet district,7797337,17131036339.073977
14990,Telangana,2021,3,khammam district,10938504,25395360624.334126
14991,Telangana,2021,4,narayanpet district,2282965,5838076193.554827
14992,Telangana,2021,4,nalgonda district,14645444,33883155723.957207
14993,Telangana,2021,4,jangaon district,5473214,11362332498.24181
14994,Telangana,2021,4,bhadradri kothagudem district,10121890,22567782620.241013
14995,Telangana,2021,4,warangal rural district,5340764,11031577612.931116
14996,Telangana,2021,4,kumuram bheem asifabad district,2622817,4842428620.143704
14997,Telangana,2021,4,nizamabad district,12113902,31740368651.3557
14998,Telangana,2021,4,adilabad district,3432958,7165446341.19846
14999,Telangana,2021,4,rajanna sircilla district,4250102,9967799307.03175
15000,Telangana,2021,4,nagarkurnool district,6870712,16125729170.09507
15001,Telangana,2021,4,peddapalle district,9303742,18789687776.656185
15002,Telangana,2021,4,nirmal district,3762262,10108069725.924149
15003,Telangana,2021,4,mahabubabad district,5140128,10537179557.287468
15004,Telangana,2021,4,sangareddy district,23598968,43773604056.366425
15005,Telangana,2021,4,wanaparthy district,3681940,8637954228.043968
15006,Telangana,2021,4,vikarabad district,5428281,11135599548.666336
15007,Telangana,2021,4,jagtial district,6608911,17110347754.193672
15008,Telangana,2021,4,yadadri bhuvanagiri district,8618815,18491066294.295353
15009,Telangana,2021,4,medak district,4942024,10748306259.237926
15010,Telangana,2021,4,mahbubnagar district,7948433,16922744330.353779
15011,Telangana,2021,4,jaya shankar bhalupally district,3598414,7906894768.336119
15012,Telangana,2021,4,warangal urban district,24530882,50725020756.70878
15013,Telangana,2021,4,rangareddy district,111354739,188838966046.13513
15014,Telangana,2021,4,hyderabad district,325636475,582079170534.0186
15015,Telangana,2021,4,suryapet district,8746371,20490140341.438477
15016,Telangana,2021,4,jogulamba gadwal district,3475042,8363108584.318649
15017,Telangana,2021,4,kamareddy district,5852557,14019170118.57151
15018,Telangana,2021,4,mulugu district,2002635,4656636196.093929
15019,Telangana,2021,4,medchal malkajgiri district,98780634,164568262330.06238
15020,Telangana,2021,4,karimnagar district,13040240,29149229156.48455
15021,Telangana,2021,4,mancherial district,9454805,18941077302.156723
15022,Telangana,2021,4,siddipet district,9904471,21996052788.69565
15023,Telangana,2021,4,khammam district,13424236,31245204308.11756
15024,Telangana,2022,1,narayanpet district,2758911,7151473315.411451
15025,Telangana,2022,1,nalgonda district,17014104,39284842780.64408
15026,Telangana,2022,1,jangaon district,6272901,13092572660.901518
15027,Telangana,2022,1,bhadradri kothagudem district,11205856,25370868701.813797
15028,Telangana,2022,1,warangal rural district,6150545,13344851727.844463
15029,Telangana,2022,1,kumuram bheem asifabad district,2974932,5793481590.487396
15030,Telangana,2022,1,nizamabad district,13749642,33996713436.015533
15031,Telangana,2022,1,adilabad district,4070616,8595611704.767036
15032,Telangana,2022,1,rajanna sircilla district,4899037,11337042428.250381
15033,Telangana,2022,1,nagarkurnool district,8134709,19698635871.63956
15034,Telangana,2022,1,peddapalle district,10330840,20671229116.26508
15035,Telangana,2022,1,nirmal district,4497647,12055501321.77517
15036,Telangana,2022,1,mahabubabad district,5919451,12694323911.33902
15037,Telangana,2022,1,sangareddy district,27250369,50754041229.75235
15038,Telangana,2022,1,wanaparthy district,4303823,10471886396.519531
15039,Telangana,2022,1,vikarabad district,6463353,13753017142.475313
15040,Telangana,2022,1,jagtial district,7599529,19792335843.191154
15041,Telangana,2022,1,yadadri bhuvanagiri district,9901695,21558326704.74961
15042,Telangana,2022,1,medak district,5651890,11841334266.667011
15043,Telangana,2022,1,mahbubnagar district,9243634,19752565211.193634
15044,Telangana,2022,1,jaya shankar bhalupally district,4079946,9295064923.502977
15045,Telangana,2022,1,warangal urban district,27504554,56954288260.23642
15046,Telangana,2022,1,rangareddy district,127675017,216609881380.40106
15047,Telangana,2022,1,hyderabad district,372711414,661512502141.0775
15048,Telangana,2022,1,suryapet district,10201103,23321415932.686844
15049,Telangana,2022,1,jogulamba gadwal district,3961470,10094399207.825716
15050,Telangana,2022,1,kamareddy district,6663659,15293088688.466099
15051,Telangana,2022,1,mulugu district,2589325,6575024639.126174
15052,Telangana,2022,1,medchal malkajgiri district,110893187,185168270983.38605
15053,Telangana,2022,1,karimnagar district,14698433,32332888869.97381
15054,Telangana,2022,1,mancherial district,10350779,21171437142.030125
15055,Telangana,2022,1,siddipet district,11464769,25404779557.018036
15056,Telangana,2022,1,khammam district,15266245,35894472741.54594
15057,Telangana,2022,2,narayanpet district,3197626,7716014147.238309
15058,Telangana,2022,2,nalgonda district,19977314,44558915742.72007
15059,Telangana,2022,2,jangaon district,7231360,14919993685.003801
15060,Telangana,2022,2,bhadradri kothagudem district,12778081,28087468534.111588
15061,Telangana,2022,2,warangal rural district,6842881,14387372670.720768
15062,Telangana,2022,2,kumuram bheem asifabad district,3332600,6154185695.946731
15063,Telangana,2022,2,nizamabad district,16389018,40970987322.05723
15064,Telangana,2022,2,adilabad district,4656805,9736796196.875732
15065,Telangana,2022,2,rajanna sircilla district,5764243,12736454285.691818
15066,Telangana,2022,2,nagarkurnool district,9122281,20244396068.008736
15067,Telangana,2022,2,peddapalle district,11850597,23425044524.59683
15068,Telangana,2022,2,nirmal district,5225334,13791958003.894201
15069,Telangana,2022,2,mahabubabad district,6638916,13720828408.506
15070,Telangana,2022,2,sangareddy district,32680472,59585382581.45032
15071,Telangana,2022,2,wanaparthy district,4966803,11044991789.462624
15072,Telangana,2022,2,vikarabad district,7440634,14492482417.54656
15073,Telangana,2022,2,jagtial district,8877101,22246967385.14348
15074,Telangana,2022,2,yadadri bhuvanagiri district,11567957,24184571828.814075
15075,Telangana,2022,2,medak district,6738825,13698209529.95254
15076,Telangana,2022,2,mahbubnagar district,10705223,21963911808.55831
15077,Telangana,2022,2,jaya shankar bhalupally district,4528732,9634073658.27747
15078,Telangana,2022,2,warangal urban district,32791256,66551476649.13394
15079,Telangana,2022,2,rangareddy district,161888380,267052522620.51453
15080,Telangana,2022,2,hyderabad district,446470234,775908693266.7236
15081,Telangana,2022,2,suryapet district,11843388,27017582889.584785
15082,Telangana,2022,2,jogulamba gadwal district,4701957,11410519590.194616
15083,Telangana,2022,2,kamareddy district,7702879,17239444873.959072
15084,Telangana,2022,2,mulugu district,2656701,6165943180.178967
15085,Telangana,2022,2,medchal malkajgiri district,134114768,221257316347.7198
15086,Telangana,2022,2,karimnagar district,17621343,38465054891.36155
15087,Telangana,2022,2,mancherial district,11792212,23483426061.331635
15088,Telangana,2022,2,siddipet district,13598517,29087166428.464252
15089,Telangana,2022,2,khammam district,17688119,40474391433.33105
15090,Telangana,2022,3,narayanpet district,3149412,7372511545.846636
15091,Telangana,2022,3,nalgonda district,19442094,40798032880.70633
15092,Telangana,2022,3,jangaon district,6580615,13279380724.599072
15093,Telangana,2022,3,bhadradri kothagudem district,12264577,25289893377.7632
15094,Telangana,2022,3,warangal rural district,6206207,12580724724.480564
15095,Telangana,2022,3,kumuram bheem asifabad district,3217193,5642724850.521915
15096,Telangana,2022,3,nizamabad district,15374558,35480941123.20821
15097,Telangana,2022,3,adilabad district,4697252,8917128425.600996
15098,Telangana,2022,3,rajanna sircilla district,5407265,11900795823.20659
15099,Telangana,2022,3,nagarkurnool district,8782718,18637778860.078545
15100,Telangana,2022,3,peddapalle district,10936393,20799401370.88663
15101,Telangana,2022,3,nirmal district,5045789,12158789732.897774
15102,Telangana,2022,3,mahabubabad district,6113296,11797675474.514078
15103,Telangana,2022,3,sangareddy district,33187414,57832647223.37014
15104,Telangana,2022,3,wanaparthy district,4675529,10130094511.37881
15105,Telangana,2022,3,vikarabad district,7799069,14232056919.530758
15106,Telangana,2022,3,jagtial district,8168113,19843349567.164665
15107,Telangana,2022,3,yadadri bhuvanagiri district,10857894,22042571396.236126
15108,Telangana,2022,3,medak district,6256711,12214538646.775864
15109,Telangana,2022,3,mahbubnagar district,10611492,20954874892.610764
15110,Telangana,2022,3,jaya shankar bhalupally district,4204613,8896891604.929647
15111,Telangana,2022,3,warangal urban district,27244856,55794322100.977
15112,Telangana,2022,3,rangareddy district,169029273,272598081405.12262
15113,Telangana,2022,3,hyderabad district,1018658174,1586047443981.7905
15114,Telangana,2022,3,suryapet district,11413191,23876546283.024384
15115,Telangana,2022,3,jogulamba gadwal district,4706947,11052081759.676401
15116,Telangana,2022,3,kamareddy district,7186922,14964327071.013714
15117,Telangana,2022,3,mulugu district,2441037,5260858335.473125
15118,Telangana,2022,3,medchal malkajgiri district,136384039,223442008167.9499
15119,Telangana,2022,3,karimnagar district,17095584,36478353448.996735
15120,Telangana,2022,3,mancherial district,11116187,21649183001.676773
15121,Telangana,2022,3,siddipet district,12900290,27570105119.137547
15122,Telangana,2022,3,khammam district,17010697,36789751400.92127
15123,Telangana,2022,4,narayanpet district,3435861,7851529733.329012
15124,Telangana,2022,4,nalgonda district,21928009,45517531285.29773
15125,Telangana,2022,4,jangaon district,7324178,14733962763.584286
15126,Telangana,2022,4,bhadradri kothagudem district,13693915,27531378066.985123
15127,Telangana,2022,4,warangal rural district,6929973,13558497093.454197
15128,Telangana,2022,4,kumuram bheem asifabad district,3591695,5943432516.9949465
15129,Telangana,2022,4,nizamabad district,18308473,42744693427.90993
15130,Telangana,2022,4,adilabad district,5167448,9396320638.908257
15131,Telangana,2022,4,rajanna sircilla district,6122873,13388173024.17493
15132,Telangana,2022,4,nagarkurnool district,9648058,19890947819.874546
15133,Telangana,2022,4,peddapalle district,12177318,23139872487.127018
15134,Telangana,2022,4,nirmal district,5783251,13462685072.366062
15135,Telangana,2022,4,mahabubabad district,6768739,12887238837.13226
15136,Telangana,2022,4,sangareddy district,38000808,64649951913.2422
15137,Telangana,2022,4,wanaparthy district,5371569,11544288246.522821
15138,Telangana,2022,4,vikarabad district,9405139,16602279473.938221
15139,Telangana,2022,4,jagtial district,9304649,22521347753.106037
15140,Telangana,2022,4,yadadri bhuvanagiri district,12310890,25002594202.22237
15141,Telangana,2022,4,medak district,7373744,14553997200.924385
15142,Telangana,2022,4,mahbubnagar district,12087718,23376388640.594707
15143,Telangana,2022,4,jaya shankar bhalupally district,4699909,9308144371.995441
15144,Telangana,2022,4,warangal urban district,29269688,57991182917.37883
15145,Telangana,2022,4,rangareddy district,191136402,295773661437.69385
15146,Telangana,2022,4,hyderabad district,1133829812,1753799022390.8735
15147,Telangana,2022,4,suryapet district,12755991,27190932825.31949
15148,Telangana,2022,4,jogulamba gadwal district,5163965,11177285266.569225
15149,Telangana,2022,4,kamareddy district,8479586,18381989175.094254
15150,Telangana,2022,4,mulugu district,2756762,5528206381.608963
15151,Telangana,2022,4,medchal malkajgiri district,151514969,237726926269.25775
15152,Telangana,2022,4,karimnagar district,19056918,39357490540.69413
15153,Telangana,2022,4,mancherial district,12469076,23710042437.245804
15154,Telangana,2022,4,siddipet district,14715170,30384216197.138824
15155,Telangana,2022,4,khammam district,18924276,39626352507.58298
15156,Telangana,2023,1,narayanpet district,5860176,12594283377.0
15157,Telangana,2023,1,nalgonda district,36293901,71134878439.0
