,State,Year,Quarter,Registered_Users,App_Opens,District
10101,Manipur,2018,1,216,0,noney district
10102,Manipur,2018,1,6759,0,imphal east district
10103,Manipur,2018,1,2764,0,thoubal district
10104,Manipur,2018,1,915,0,kakching district
10105,Manipur,2018,1,460,0,jiribam district
10106,Manipur,2018,1,602,0,ukhrul district
10107,Manipur,2018,1,550,0,tamenglong district
10108,Manipur,2018,1,108,0,kamjong district
10109,Manipur,2018,1,452,0,chandel district
10110,Manipur,2018,1,2371,0,bishnupur district
10111,Manipur,2018,1,85,0,senapati district
10112,Manipur,2018,1,24,0,pherzawl district
10113,Manipur,2018,1,1524,0,churachandpur district
10114,Manipur,2018,1,352,0,tengnoupal district
10115,Manipur,2018,1,11304,0,imphal west district
10116,Manipur,2018,2,2183,0,kangpokpi district
10117,Manipur,2018,2,351,0,noney district
10118,Manipur,2018,2,10390,0,imphal east district
10119,Manipur,2018,2,4771,0,thoubal district
10120,Manipur,2018,2,1571,0,kakching district
10121,Manipur,2018,2,732,0,jiribam district
10122,Manipur,2018,2,905,0,ukhrul district
10123,Manipur,2018,2,824,0,tamenglong district
10124,Manipur,2018,2,144,0,kamjong district
10125,Manipur,2018,2,706,0,chandel district
10126,Manipur,2018,2,3751,0,bishnupur district
10127,Manipur,2018,2,155,0,senapati district
10128,Manipur,2018,2,38,0,pherzawl district
10129,Manipur,2018,2,2362,0,churachandpur district
10130,Manipur,2018,2,631,0,tengnoupal district
10131,Manipur,2018,2,16541,0,imphal west district
10132,Manipur,2018,3,3073,0,kangpokpi district
10133,Manipur,2018,3,504,0,noney district
10134,Manipur,2018,3,13541,0,imphal east district
10135,Manipur,2018,3,6112,0,thoubal district
10136,Manipur,2018,3,2326,0,kakching district
10137,Manipur,2018,3,1086,0,jiribam district
10138,Manipur,2018,3,1346,0,ukhrul district
10139,Manipur,2018,3,1268,0,tamenglong district
10140,Manipur,2018,3,213,0,kamjong district
10141,Manipur,2018,3,962,0,chandel district
10142,Manipur,2018,3,5106,0,bishnupur district
10143,Manipur,2018,3,229,0,senapati district
10144,Manipur,2018,3,51,0,pherzawl district
10145,Manipur,2018,3,3420,0,churachandpur district
10146,Manipur,2018,3,1002,0,tengnoupal district
10147,Manipur,2018,3,21696,0,imphal west district
10148,Manipur,2018,4,4249,0,kangpokpi district
10149,Manipur,2018,4,716,0,noney district
10150,Manipur,2018,4,17777,0,imphal east district
10151,Manipur,2018,4,8027,0,thoubal district
10152,Manipur,2018,4,3153,0,kakching district
10153,Manipur,2018,4,1393,0,jiribam district
10154,Manipur,2018,4,1842,0,ukhrul district
10155,Manipur,2018,4,1712,0,tamenglong district
10156,Manipur,2018,4,290,0,kamjong district
10157,Manipur,2018,4,1342,0,chandel district
10158,Manipur,2018,4,7049,0,bishnupur district
10159,Manipur,2018,4,337,0,senapati district
10160,Manipur,2018,4,68,0,pherzawl district
10161,Manipur,2018,4,4951,0,churachandpur district
10162,Manipur,2018,4,1300,0,tengnoupal district
10163,Manipur,2018,4,28383,0,imphal west district
10164,Manipur,2019,1,5212,0,kangpokpi district
10165,Manipur,2019,1,919,0,noney district
10166,Manipur,2019,1,21136,0,imphal east district
10167,Manipur,2019,1,9529,0,thoubal district
10168,Manipur,2019,1,3850,0,kakching district
10169,Manipur,2019,1,1759,0,jiribam district
10170,Manipur,2019,1,2368,0,ukhrul district
10171,Manipur,2019,1,2148,0,tamenglong district
10172,Manipur,2019,1,382,0,kamjong district
10173,Manipur,2019,1,1691,0,chandel district
10174,Manipur,2019,1,8537,0,bishnupur district
10175,Manipur,2019,1,451,0,senapati district
10176,Manipur,2019,1,98,0,pherzawl district
10177,Manipur,2019,1,6138,0,churachandpur district
10178,Manipur,2019,1,1641,0,tengnoupal district
10179,Manipur,2019,1,33668,0,imphal west district
10180,Manipur,2019,2,6407,29820,kangpokpi district
10181,Manipur,2019,2,1150,6520,noney district
10182,Manipur,2019,2,24652,90408,imphal east district
10183,Manipur,2019,2,10915,34864,thoubal district
10184,Manipur,2019,2,4599,14399,kakching district
10185,Manipur,2019,2,2103,9838,jiribam district
10186,Manipur,2019,2,2981,15254,ukhrul district
10187,Manipur,2019,2,2628,12386,tamenglong district
10188,Manipur,2019,2,480,2245,kamjong district
10189,Manipur,2019,2,2175,13881,chandel district
10190,Manipur,2019,2,10014,35338,bishnupur district
10191,Manipur,2019,2,542,9932,senapati district
10192,Manipur,2019,2,127,461,pherzawl district
10193,Manipur,2019,2,7662,33490,churachandpur district
10194,Manipur,2019,2,2009,12904,tengnoupal district
10195,Manipur,2019,2,39303,143089,imphal west district
10196,Manipur,2019,3,7621,110522,kangpokpi district
10197,Manipur,2019,3,1298,23951,noney district
10198,Manipur,2019,3,28331,315497,imphal east district
10199,Manipur,2019,3,12427,115808,thoubal district
10200,Manipur,2019,3,5355,52109,kakching district
10201,Manipur,2019,3,2444,31194,jiribam district
10202,Manipur,2019,3,3488,53720,ukhrul district
10203,Manipur,2019,3,3085,50057,tamenglong district
10204,Manipur,2019,3,538,8114,kamjong district
10205,Manipur,2019,3,2581,47685,chandel district
10206,Manipur,2019,3,11647,116636,bishnupur district
10207,Manipur,2019,3,672,32024,senapati district
10208,Manipur,2019,3,156,1847,pherzawl district
10209,Manipur,2019,3,9071,118819,churachandpur district
10210,Manipur,2019,3,2334,37068,tengnoupal district
10211,Manipur,2019,3,45268,479154,imphal west district
10212,Manipur,2019,4,8850,126801,kangpokpi district
10213,Manipur,2019,4,1517,30392,noney district
10214,Manipur,2019,4,31935,361762,imphal east district
10215,Manipur,2019,4,14194,146102,thoubal district
10216,Manipur,2019,4,6126,59893,kakching district
10217,Manipur,2019,4,2764,34328,jiribam district
10218,Manipur,2019,4,4091,55415,ukhrul district
10219,Manipur,2019,4,3651,57913,tamenglong district
10220,Manipur,2019,4,639,9407,kamjong district
10221,Manipur,2019,4,3029,55155,chandel district
10222,Manipur,2019,4,13387,141164,bishnupur district
10223,Manipur,2019,4,790,40242,senapati district
10224,Manipur,2019,4,192,3394,pherzawl district
10225,Manipur,2019,4,10431,127389,churachandpur district
10226,Manipur,2019,4,2699,44120,tengnoupal district
10227,Manipur,2019,4,51063,562011,imphal west district
10228,Manipur,2020,1,10241,147812,kangpokpi district
10229,Manipur,2020,1,1787,41247,noney district
10230,Manipur,2020,1,36105,420094,imphal east district
10231,Manipur,2020,1,16244,175401,thoubal district
10232,Manipur,2020,1,7075,74982,kakching district
10233,Manipur,2020,1,3051,37923,jiribam district
10234,Manipur,2020,1,4892,59944,ukhrul district
10235,Manipur,2020,1,4169,67905,tamenglong district
10236,Manipur,2020,1,755,13665,kamjong district
10237,Manipur,2020,1,3471,62247,chandel district
10238,Manipur,2020,1,15333,173021,bishnupur district
10239,Manipur,2020,1,922,47684,senapati district
10240,Manipur,2020,1,245,5039,pherzawl district
10241,Manipur,2020,1,12420,166120,churachandpur district
10242,Manipur,2020,1,3179,53112,tengnoupal district
10243,Manipur,2020,1,57485,629446,imphal west district
10244,Manipur,2020,2,12965,203507,kangpokpi district
10245,Manipur,2020,2,2236,63200,noney district
10246,Manipur,2020,2,43144,517800,imphal east district
10247,Manipur,2020,2,20186,290602,thoubal district
10248,Manipur,2020,2,9028,128015,kakching district
10249,Manipur,2020,2,3660,53042,jiribam district
10250,Manipur,2020,2,6223,94483,ukhrul district
10251,Manipur,2020,2,5158,95973,tamenglong district
10252,Manipur,2020,2,888,21980,kamjong district
10253,Manipur,2020,2,4278,86628,chandel district
10254,Manipur,2020,2,19027,275023,bishnupur district
10255,Manipur,2020,2,1095,76298,senapati district
10256,Manipur,2020,2,316,6845,pherzawl district
10257,Manipur,2020,2,15469,230835,churachandpur district
10258,Manipur,2020,2,3926,75600,tengnoupal district
10259,Manipur,2020,2,67897,791660,imphal west district
10260,Manipur,2020,3,15966,253384,kangpokpi district
10261,Manipur,2020,3,2736,55385,noney district
10262,Manipur,2020,3,51383,609321,imphal east district
10263,Manipur,2020,3,24183,317792,thoubal district
10264,Manipur,2020,3,10752,134942,kakching district
10265,Manipur,2020,3,4238,66168,jiribam district
10266,Manipur,2020,3,7657,112269,ukhrul district
10267,Manipur,2020,3,6475,109931,tamenglong district
10268,Manipur,2020,3,1124,23423,kamjong district
10269,Manipur,2020,3,5252,109957,chandel district
10270,Manipur,2020,3,22965,325558,bishnupur district
10271,Manipur,2020,3,1317,103022,senapati district
10272,Manipur,2020,3,438,8873,pherzawl district
10273,Manipur,2020,3,19501,298971,churachandpur district
10274,Manipur,2020,3,4853,82000,tengnoupal district
10275,Manipur,2020,3,79723,941379,imphal west district
10276,Manipur,2020,4,17814,268836,kangpokpi district
10277,Manipur,2020,4,3042,54913,noney district
10278,Manipur,2020,4,57282,660654,imphal east district
10279,Manipur,2020,4,26858,319570,thoubal district
10280,Manipur,2020,4,11913,132864,kakching district
