,State,Year,Quater,District,Transaction_Count,Transaction_Amount
4490,Meghalaya,2022,4,east khasi hills,2285868,4886013367.030625
4491,Meghalaya,2022,4,west garo hills,612945,1565478827.2720149
4492,Meghalaya,2022,4,ribhoi,416100,855262410.3336375
4493,Meghalaya,2022,4,east jaintia hills,252554,698736182.2686267
4494,Meghalaya,2022,4,west jaintia hills,81501,229129661.89603108
4495,Meghalaya,2022,4,east garo hills,59445,143293321.81485856
4496,Meghalaya,2022,4,south west garo hills,59231,150334364.85984024
4497,Meghalaya,2022,4,north garo hills,59149,130072498.39208946
4498,Meghalaya,2022,4,south garo hills,47478,134393051.37739396
4499,Meghalaya,2022,4,west khasi hills,41404,141954215.09290665
4500,Meghalaya,2023,1,east khasi hills,1220563,2680323809.0
4501,Meghalaya,2023,1,west garo hills,1041221,2765563809.0
4502,Meghalaya,2023,1,ribhoi,729560,1474982935.0
4503,Meghalaya,2023,1,east jaintia hills,515136,1371613773.0
4504,Meghalaya,2023,1,west jaintia hills,134028,377216408.0
4505,Meghalaya,2023,1,south west garo hills,112416,302145041.0
4506,Meghalaya,2023,1,east garo hills,102374,230703822.0
4507,Meghalaya,2023,1,north garo hills,97035,198957381.0
4508,Meghalaya,2023,1,south garo hills,95917,276701570.0
4509,Meghalaya,2023,1,west khasi hills,81929,283510432.0
4510,Meghalaya,2023,2,east khasi hills,1584287,3308371744.0
4511,Meghalaya,2023,2,west garo hills,1313181,3093601156.0
4512,Meghalaya,2023,2,ribhoi,849150,1540619034.0
4513,Meghalaya,2023,2,east jaintia hills,602439,1411515511.0
4514,Meghalaya,2023,2,west jaintia hills,143311,363450970.0
4515,Meghalaya,2023,2,south west garo hills,138973,324256480.0
4516,Meghalaya,2023,2,east garo hills,119181,259323245.0
4517,Meghalaya,2023,2,north garo hills,113361,215038091.0
4518,Meghalaya,2023,2,south garo hills,104600,273407662.0
4519,Meghalaya,2023,2,west khasi hills,71353,167896488.0
4520,Meghalaya,2023,3,east khasi hills,1925071,3637181187.0
4521,Meghalaya,2023,3,west garo hills,1580512,3040769172.0
4522,Meghalaya,2023,3,ribhoi,1002988,1611391648.0
4523,Meghalaya,2023,3,east jaintia hills,704743,1455319329.0
4524,Meghalaya,2023,3,south west garo hills,159403,312859682.0
4525,Meghalaya,2023,3,west jaintia hills,159073,385584331.0
4526,Meghalaya,2023,3,north garo hills,146236,251411034.0
4527,Meghalaya,2023,3,east garo hills,145914,265377046.0
4528,Meghalaya,2023,3,south garo hills,100839,199100708.0
4529,Meghalaya,2023,3,west khasi hills,73882,155755910.0
4530,Meghalaya,2023,4,west garo hills,2128194,4034159325.0
4531,Meghalaya,2023,4,east khasi hills,2091395,3902770749.0
4532,Meghalaya,2023,4,ribhoi,1138756,1838712964.0
4533,Meghalaya,2023,4,east jaintia hills,866490,1891314074.0
4534,Meghalaya,2023,4,south west garo hills,209090,424184452.0
4535,Meghalaya,2023,4,east garo hills,187702,361438823.0
4536,Meghalaya,2023,4,north garo hills,184749,339349015.0
4537,Meghalaya,2023,4,west jaintia hills,177331,417636909.0
4538,Meghalaya,2023,4,south garo hills,144242,307030739.0
4539,Meghalaya,2023,4,west khasi hills,93642,217082323.0
4540,Meghalaya,2024,1,west garo hills,2767053,4883521819.0
4541,Meghalaya,2024,1,east khasi hills,2147402,3754142085.0
4542,Meghalaya,2024,1,ribhoi,1267759,2046840314.0
4543,Meghalaya,2024,1,east jaintia hills,1035599,2214266060.0
4544,Meghalaya,2024,1,south west garo hills,267929,528938201.0
4545,Meghalaya,2024,1,north garo hills,238343,353559646.0
4546,Meghalaya,2024,1,east garo hills,233283,383983768.0
4547,Meghalaya,2024,1,south garo hills,198001,475971711.0
4548,Meghalaya,2024,1,west jaintia hills,192144,459800946.0
4549,Meghalaya,2024,1,west khasi hills,129926,363493801.0
4550,Mizoram,2018,1,aizawl,12006,27918980.947612703
4551,Mizoram,2018,1,lunglei,1604,2350555.3184242332
4552,Mizoram,2018,1,kolasib,1457,3891685.392413744
4553,Mizoram,2018,1,mamit,1133,5729263.410353888
4554,Mizoram,2018,1,lawngtlai,735,547180.2110017058
4555,Mizoram,2018,1,serchhip,691,1729998.4078016218
4556,Mizoram,2018,1,saiha,482,2188550.572811981
4557,Mizoram,2018,1,champhai,453,871005.7153709702
4558,Mizoram,2018,2,aizawl,16353,48340497.162337765
4559,Mizoram,2018,2,lunglei,3249,6814747.054434758
4560,Mizoram,2018,2,kolasib,2092,5117340.437229811
4561,Mizoram,2018,2,mamit,1813,10477582.990376014
4562,Mizoram,2018,2,serchhip,1237,3831939.5692156893
4563,Mizoram,2018,2,saiha,846,5346759.668342534
4564,Mizoram,2018,2,champhai,834,2204311.92373675
4565,Mizoram,2018,2,lawngtlai,627,1375226.7520610169
4566,Mizoram,2018,3,aizawl,24199,72031541.21772185
4567,Mizoram,2018,3,lunglei,4716,12189472.093972277
4568,Mizoram,2018,3,kolasib,2631,6563816.625400645
4569,Mizoram,2018,3,mamit,2247,5446959.531490731
4570,Mizoram,2018,3,serchhip,2133,6572902.580575922
4571,Mizoram,2018,3,lawngtlai,1231,3422241.331497662
4572,Mizoram,2018,3,champhai,1099,4369317.524420092
4573,Mizoram,2018,3,saiha,1060,6004487.220311114
4574,Mizoram,2018,4,aizawl,31828,114757156.94931005
4575,Mizoram,2018,4,lunglei,6349,20867419.800037555
4576,Mizoram,2018,4,kolasib,4701,13882638.975375151
4577,Mizoram,2018,4,mamit,4168,12100776.511940831
4578,Mizoram,2018,4,serchhip,2830,9311124.637936298
4579,Mizoram,2018,4,lawngtlai,2341,5862745.984908307
4580,Mizoram,2018,4,champhai,1726,6092672.776851988
4581,Mizoram,2018,4,saiha,1299,7552316.893169427
4582,Mizoram,2019,1,aizawl,40608,125499167.45130551
4583,Mizoram,2019,1,lunglei,8092,24562628.04677686
4584,Mizoram,2019,1,kolasib,5590,15775791.308525538
4585,Mizoram,2019,1,mamit,5400,15141345.457853138
4586,Mizoram,2019,1,lawngtlai,3749,12077236.041769965
4587,Mizoram,2019,1,serchhip,2964,9972286.162915044
4588,Mizoram,2019,1,saiha,2038,8448785.630905889
4589,Mizoram,2019,1,champhai,1865,6683655.297350604
4590,Mizoram,2019,2,aizawl,45257,147150855.43357456
4591,Mizoram,2019,2,lunglei,8919,29564431.131805927
4592,Mizoram,2019,2,kolasib,5077,15941097.796656493
4593,Mizoram,2019,2,mamit,5047,15936975.402700387
4594,Mizoram,2019,2,lawngtlai,4502,12828264.165793028
4595,Mizoram,2019,2,serchhip,2917,10740915.810445426
4596,Mizoram,2019,2,champhai,2055,7970010.188288981
4597,Mizoram,2019,2,saiha,1897,7884158.20574963
4598,Mizoram,2019,3,aizawl,54796,162632861.96810922
4599,Mizoram,2019,3,lunglei,13305,34090897.89113889
4600,Mizoram,2019,3,kolasib,6977,17976086.411676798
4601,Mizoram,2019,3,mamit,6296,14161494.187527733
4602,Mizoram,2019,3,lawngtlai,6097,14593963.455838619
4603,Mizoram,2019,3,serchhip,4389,12447829.176727356
4604,Mizoram,2019,3,champhai,3512,12151523.038879696
4605,Mizoram,2019,3,saiha,2722,10739243.821443643
4606,Mizoram,2019,4,aizawl,68532,215337713.34849542
4607,Mizoram,2019,4,lunglei,15344,42919898.6938625
4608,Mizoram,2019,4,kolasib,11051,24470971.73397691
4609,Mizoram,2019,4,mamit,8468,16925628.21634368
4610,Mizoram,2019,4,lawngtlai,8069,22279514.789250825
4611,Mizoram,2019,4,serchhip,5889,15064874.565576479
4612,Mizoram,2019,4,champhai,4878,17885681.11019664
4613,Mizoram,2019,4,saiha,3008,13805068.176785678
4614,Mizoram,2020,1,aizawl,78597,215534588.05424356
4615,Mizoram,2020,1,lunglei,19703,47052524.734837465
4616,Mizoram,2020,1,lawngtlai,13887,31918357.190269426
4617,Mizoram,2020,1,mamit,12136,21524123.962646015
4618,Mizoram,2020,1,kolasib,11386,26364756.939303108
4619,Mizoram,2020,1,serchhip,7512,15256865.240079906
4620,Mizoram,2020,1,champhai,6269,19712814.749991663
4621,Mizoram,2020,1,saiha,4119,14713548.478265904
4622,Mizoram,2020,2,aizawl,93369,238637352.5294009
4623,Mizoram,2020,2,lunglei,27260,60375778.3281481
4624,Mizoram,2020,2,lawngtlai,22369,44085859.538810775
4625,Mizoram,2020,2,mamit,15352,24755549.9649563
4626,Mizoram,2020,2,kolasib,14432,29350410.444769997
4627,Mizoram,2020,2,serchhip,10425,19459795.690984458
4628,Mizoram,2020,2,champhai,8480,20817381.347150292
4629,Mizoram,2020,2,saiha,6775,19711305.598098427
4630,Mizoram,2020,3,aizawl,136460,413175918.97011656
4631,Mizoram,2020,3,lunglei,30971,83270436.83501583
4632,Mizoram,2020,3,lawngtlai,25540,62210090.16784428
4633,Mizoram,2020,3,mamit,17199,28176447.030524082
4634,Mizoram,2020,3,kolasib,15789,35985260.690991834
4635,Mizoram,2020,3,champhai,11286,35131298.73356742
4636,Mizoram,2020,3,serchhip,10351,25197852.939255524
4637,Mizoram,2020,3,saiha,7107,24796870.137284856
4638,Mizoram,2020,4,aizawl,166039,532069401.32491755
4639,Mizoram,2020,4,lunglei,41847,117007241.0363552
4640,Mizoram,2020,4,lawngtlai,32803,102209937.65580331
4641,Mizoram,2020,4,mamit,21383,48253980.828914225
4642,Mizoram,2020,4,kolasib,21149,56473537.93676706
4643,Mizoram,2020,4,champhai,15587,50140873.98671983
4644,Mizoram,2020,4,serchhip,14804,39531569.17092189
4645,Mizoram,2020,4,saiha,8995,40835573.753559604
4646,Mizoram,2021,1,aizawl,182220,609359098.2421973
4647,Mizoram,2021,1,lunglei,40131,133262456.03079641
4648,Mizoram,2021,1,lawngtlai,31658,106154307.36708316
4649,Mizoram,2021,1,kolasib,22212,71207105.1965721
4650,Mizoram,2021,1,mamit,18670,51226307.47618229
4651,Mizoram,2021,1,champhai,13769,51873702.9412937
4652,Mizoram,2021,1,serchhip,12877,42644166.311948836
4653,Mizoram,2021,1,saiha,8038,35378443.37986354
4654,Mizoram,2021,2,aizawl,222893,635733236.9899334
4655,Mizoram,2021,2,lunglei,46084,125798685.12915294
4656,Mizoram,2021,2,lawngtlai,38779,110575273.85365936
4657,Mizoram,2021,2,kolasib,23910,66068598.11704218
4658,Mizoram,2021,2,mamit,20464,51797964.37426142
4659,Mizoram,2021,2,champhai,15913,52313277.17825453
4660,Mizoram,2021,2,serchhip,15664,39541209.17776598
4661,Mizoram,2021,2,saiha,10633,41046228.48202239
4662,Mizoram,2021,3,aizawl,276340,865537331.9432544
4663,Mizoram,2021,3,lunglei,55054,157303231.44253838
4664,Mizoram,2021,3,lawngtlai,44431,130625157.50867543
4665,Mizoram,2021,3,kolasib,30064,84157970.6374866
4666,Mizoram,2021,3,mamit,22878,65856355.67206965
4667,Mizoram,2021,3,serchhip,19902,54838260.2224697
4668,Mizoram,2021,3,champhai,18678,71974971.0552853
4669,Mizoram,2021,3,saiha,11182,43455371.73017335
4670,Mizoram,2021,4,aizawl,317555,1021257676.3595349
4671,Mizoram,2021,4,lunglei,62996,193267816.72749367
4672,Mizoram,2021,4,lawngtlai,47572,152734951.83765793
4673,Mizoram,2021,4,kolasib,37950,113743718.86428112
4674,Mizoram,2021,4,mamit,28553,76910208.12744261
4675,Mizoram,2021,4,champhai,25625,100501231.3416473
4676,Mizoram,2021,4,serchhip,21092,58127189.330209725
4677,Mizoram,2021,4,saiha,11986,54122948.934775494
4678,Mizoram,2022,1,aizawl,341192,1081700361.9959884
4679,Mizoram,2022,1,lunglei,70118,225762310.6230601
4680,Mizoram,2022,1,lawngtlai,52546,177710904.9278997
4681,Mizoram,2022,1,kolasib,41730,131565353.72167373
4682,Mizoram,2022,1,mamit,31141,85615813.92389987
4683,Mizoram,2022,1,champhai,28284,104778862.41112822
4684,Mizoram,2022,1,serchhip,25542,73577504.13530782
4685,Mizoram,2022,1,saiha,14364,64447851.87228675
4686,Mizoram,2022,2,aizawl,364786,1137178791.3961444
4687,Mizoram,2022,2,lunglei,71974,216551898.04095763
4688,Mizoram,2022,2,lawngtlai,55575,178078191.45037478
4689,Mizoram,2022,2,kolasib,44824,125315221.50869848
4690,Mizoram,2022,2,mamit,35643,98025373.52449824
4691,Mizoram,2022,2,champhai,30607,103805199.37272806
4692,Mizoram,2022,2,serchhip,24248,72294618.64313027
4693,Mizoram,2022,2,saiha,16320,71937273.17240411
4694,Mizoram,2022,3,aizawl,383546,1129120156.9892116
4695,Mizoram,2022,3,lunglei,81428,231838246.93491793
4696,Mizoram,2022,3,lawngtlai,52771,160991694.95874986
4697,Mizoram,2022,3,kolasib,44830,121251949.18563817
4698,Mizoram,2022,3,mamit,32604,88879142.37748808
4699,Mizoram,2022,3,champhai,25701,86209300.03437018
4700,Mizoram,2022,3,serchhip,23168,65622336.99787671
4701,Mizoram,2022,3,saiha,14990,62352784.58970161
4702,Mizoram,2022,4,aizawl,360350,1054341698.8459929
4703,Mizoram,2022,4,lunglei,99571,275164384.7691406
4704,Mizoram,2022,4,lawngtlai,60120,176322495.4134693
4705,Mizoram,2022,4,kolasib,55854,157046232.3046887
4706,Mizoram,2022,4,mamit,39889,111490213.09424147
4707,Mizoram,2022,4,champhai,33252,110073440.44820768
4708,Mizoram,2022,4,serchhip,25172,71431982.54694104
4709,Mizoram,2022,4,saiha,19566,82040637.84033793
4710,Mizoram,2023,1,aizawl,504609,1341466173.0
4711,Mizoram,2023,1,lunglei,133494,370554828.0
4712,Mizoram,2023,1,kolasib,101803,285504599.0
4713,Mizoram,2023,1,lawngtlai,100980,302696707.0
4714,Mizoram,2023,1,mamit,70712,203623313.0
4715,Mizoram,2023,1,champhai,60149,197355098.0
4716,Mizoram,2023,1,serchhip,47296,123979875.0
4717,Mizoram,2023,1,saiha,33552,130442146.0
4718,Mizoram,2023,2,aizawl,591532,1487286801.0
4719,Mizoram,2023,2,lunglei,143000,370416278.0
4720,Mizoram,2023,2,lawngtlai,118358,363557404.0
4721,Mizoram,2023,2,kolasib,115550,294504301.0
4722,Mizoram,2023,2,mamit,78957,210372609.0
4723,Mizoram,2023,2,champhai,62301,181668968.0
4724,Mizoram,2023,2,serchhip,59329,133368970.0
4725,Mizoram,2023,2,saiha,39903,150631245.0
4726,Mizoram,2023,3,aizawl,685462,1543440692.0
4727,Mizoram,2023,3,lunglei,141180,351803351.0
4728,Mizoram,2023,3,kolasib,134018,295784977.0
4729,Mizoram,2023,3,lawngtlai,113307,317228377.0
4730,Mizoram,2023,3,mamit,79763,178963303.0
4731,Mizoram,2023,3,serchhip,58254,132491025.0
4732,Mizoram,2023,3,champhai,56753,156896799.0
4733,Mizoram,2023,3,saiha,41676,129521711.0
4734,Mizoram,2023,4,aizawl,780542,1736939028.0
4735,Mizoram,2023,4,lunglei,163967,404021870.0
4736,Mizoram,2023,4,kolasib,155636,366968476.0
4737,Mizoram,2023,4,lawngtlai,129497,341405743.0
4738,Mizoram,2023,4,mamit,94566,221318131.0
4739,Mizoram,2023,4,champhai,67268,171711322.0
4740,Mizoram,2023,4,serchhip,60241,146216988.0
4741,Mizoram,2023,4,saiha,49011,152258725.0
4742,Mizoram,2024,1,aizawl,818787,1679426368.0
4743,Mizoram,2024,1,lunglei,183807,430369269.0
4744,Mizoram,2024,1,kolasib,183165,428839081.0
4745,Mizoram,2024,1,lawngtlai,148817,367265052.0
4746,Mizoram,2024,1,mamit,103195,242076766.0
4747,Mizoram,2024,1,champhai,74670,180323530.0
4748,Mizoram,2024,1,serchhip,65889,147392179.0
4749,Mizoram,2024,1,saiha,48686,154404485.0
4750,Nagaland,2018,1,dimapur,18449,38330087.582417
4751,Nagaland,2018,1,kohima,11070,20744033.40863154
4752,Nagaland,2018,1,mokokchung,3428,5653655.116717218
4753,Nagaland,2018,1,tuensang,1861,2939509.9737360794
4754,Nagaland,2018,1,mon,1851,2962723.1216541342
4755,Nagaland,2018,1,zunheboto,1700,1750900.6459182377
4756,Nagaland,2018,1,wokha,1642,1942858.0739698592
4757,Nagaland,2018,1,phek,1397,1347986.0495203384
4758,Nagaland,2018,1,longleng,605,547262.5934366982
4759,Nagaland,2018,1,peren,587,1228042.9089448638
4760,Nagaland,2018,2,dimapur,31758,78472133.75014433
4761,Nagaland,2018,2,kohima,14759,41958069.334260106
4762,Nagaland,2018,2,mokokchung,4472,6880664.952623585
4763,Nagaland,2018,2,tuensang,2914,5272196.387110953
4764,Nagaland,2018,2,wokha,2851,2952808.201464099
4765,Nagaland,2018,2,mon,2652,5592193.661835907
4766,Nagaland,2018,2,phek,2058,3265939.4166390533
4767,Nagaland,2018,2,zunheboto,1961,3800720.2210925473
4768,Nagaland,2018,2,peren,1151,3132544.259220087
4769,Nagaland,2018,2,longleng,526,606015.5837374015
4770,Nagaland,2018,3,dimapur,44383,122676685.88107637
4771,Nagaland,2018,3,kohima,20678,62621606.402096175
4772,Nagaland,2018,3,mokokchung,7245,14438372.118668642
4773,Nagaland,2018,3,tuensang,4657,8672814.868232306
4774,Nagaland,2018,3,mon,4368,10680645.611665618
4775,Nagaland,2018,3,zunheboto,3370,6042931.988762021
4776,Nagaland,2018,3,wokha,3314,6048116.93383928
4777,Nagaland,2018,3,phek,2951,4193127.0654867776
4778,Nagaland,2018,3,kiphire,1527,1911400.518954896
4779,Nagaland,2018,3,peren,1349,3565504.3902161866
4780,Nagaland,2018,4,dimapur,68046,202172094.6763664
4781,Nagaland,2018,4,kohima,28604,84867917.08908929
4782,Nagaland,2018,4,mokokchung,10673,21026422.57059867
4783,Nagaland,2018,4,mon,7966,25315124.343433652
4784,Nagaland,2018,4,tuensang,5518,14443409.698866293
4785,Nagaland,2018,4,zunheboto,4966,12449027.885359714
4786,Nagaland,2018,4,wokha,4959,8954846.535749527
4787,Nagaland,2018,4,phek,3615,6547794.254166291
4788,Nagaland,2018,4,peren,2071,6712394.6749083325
4789,Nagaland,2018,4,kiphire,2008,3577703.453553167
4790,Nagaland,2019,1,dimapur,80741,222202606.82928652
4791,Nagaland,2019,1,kohima,34373,93498426.9098583
4792,Nagaland,2019,1,mokokchung,11808,22421067.66638949
4793,Nagaland,2019,1,mon,9694,32110056.274005987
4794,Nagaland,2019,1,zunheboto,8860,16471426.45522037
4795,Nagaland,2019,1,tuensang,5962,15964521.798527543
4796,Nagaland,2019,1,wokha,5694,13111143.373600572
4797,Nagaland,2019,1,phek,5062,12361140.846022058
4798,Nagaland,2019,1,peren,2689,6473296.665928306
4799,Nagaland,2019,1,kiphire,2103,4550857.60564944
4800,Nagaland,2019,2,dimapur,86518,258070892.01001915
4801,Nagaland,2019,2,kohima,35959,102757262.27285326
4802,Nagaland,2019,2,zunheboto,19752,43001192.88793167
4803,Nagaland,2019,2,mokokchung,11894,28979287.99164507
4804,Nagaland,2019,2,mon,10564,30077446.323373545
4805,Nagaland,2019,2,tuensang,6027,16464089.793604638
4806,Nagaland,2019,2,wokha,5778,12443724.249822928
4807,Nagaland,2019,2,phek,5232,11255799.070045212
4808,Nagaland,2019,2,kiphire,2784,6816990.793895305
4809,Nagaland,2019,2,peren,2715,6719423.986701602
4810,Nagaland,2019,3,dimapur,117140,307103749.65803885
4811,Nagaland,2019,3,kohima,50183,133224817.54316023
4812,Nagaland,2019,3,zunheboto,20054,60553998.31940128
4813,Nagaland,2019,3,mokokchung,17903,35622564.400276825
4814,Nagaland,2019,3,mon,17134,36965971.955441214
4815,Nagaland,2019,3,tuensang,9274,19613846.131520323
4816,Nagaland,2019,3,wokha,9242,16293996.925105993
4817,Nagaland,2019,3,phek,8985,20348950.00705442
4818,Nagaland,2019,3,kiphire,4847,7311019.911698776
4819,Nagaland,2019,3,peren,4277,8062310.434825074
4820,Nagaland,2019,4,dimapur,142922,401874104.2973213
4821,Nagaland,2019,4,kohima,58317,160227363.64728707
4822,Nagaland,2019,4,mon,23615,52231884.395646855
4823,Nagaland,2019,4,zunheboto,23374,73875655.63763416
4824,Nagaland,2019,4,mokokchung,21048,44939725.57083222
4825,Nagaland,2019,4,wokha,11505,21418632.85491927
4826,Nagaland,2019,4,tuensang,11148,25427823.369834743
4827,Nagaland,2019,4,phek,11054,24095426.02126249
4828,Nagaland,2019,4,kiphire,5522,11787954.886359874
4829,Nagaland,2019,4,peren,5148,10804065.561619181
4830,Nagaland,2020,1,dimapur,185428,497123725.474146
4831,Nagaland,2020,1,kohima,68246,160485650.56697804
4832,Nagaland,2020,1,mon,28668,56777615.99405684
4833,Nagaland,2020,1,mokokchung,22949,46458137.86198041
