,State,Year,Quater,District,Transaction_Count,Transaction_Amount
6093,Tamil Nadu,2021,3,chengalpattu,14140388,19685011908.637135
6094,Tamil Nadu,2021,3,kancheepuram,9646258,14550143056.676134
6095,Tamil Nadu,2021,3,salem,8972048,18517560410.07822
6096,Tamil Nadu,2021,3,tiruppur,8398025,15282996499.831757
6097,Tamil Nadu,2021,3,krishnagiri,8122339,14578072272.708693
6098,Tamil Nadu,2021,3,madurai,5142737,11208939183.589071
6099,Tamil Nadu,2021,3,erode,4668549,9015063256.621798
6100,Tamil Nadu,2021,4,chennai,76229690,118203166308.69281
6101,Tamil Nadu,2021,4,coimbatore,27081380,43635817078.197556
6102,Tamil Nadu,2021,4,thiruvallur,19146359,31072880036.32846
6103,Tamil Nadu,2021,4,chengalpattu,17730987,23840432091.355568
6104,Tamil Nadu,2021,4,salem,11783515,22754882844.827263
6105,Tamil Nadu,2021,4,kancheepuram,11777894,17286201190.039677
6106,Tamil Nadu,2021,4,tiruppur,11167439,18701118258.10759
6107,Tamil Nadu,2021,4,krishnagiri,10363352,18220873236.79904
6108,Tamil Nadu,2021,4,madurai,6309318,13464800515.296556
6109,Tamil Nadu,2021,4,erode,6109637,11279232350.572424
6110,Tamil Nadu,2022,1,chennai,87458453,135444152912.82495
6111,Tamil Nadu,2022,1,coimbatore,30679187,51963955887.092926
6112,Tamil Nadu,2022,1,thiruvallur,21243322,35412374869.40968
6113,Tamil Nadu,2022,1,chengalpattu,19802491,27209616572.77708
6114,Tamil Nadu,2022,1,salem,13278693,26325325605.86054
6115,Tamil Nadu,2022,1,kancheepuram,13219354,19642924522.879723
6116,Tamil Nadu,2022,1,tiruppur,12755181,20994558968.024055
6117,Tamil Nadu,2022,1,krishnagiri,11729353,20650466208.670746
6118,Tamil Nadu,2022,1,madurai,7084562,15309320989.586182
6119,Tamil Nadu,2022,1,erode,6860000,12788323701.47359
6120,Tamil Nadu,2022,2,chennai,105344784,154665269695.64178
6121,Tamil Nadu,2022,2,coimbatore,36695888,59260276493.124756
6122,Tamil Nadu,2022,2,thiruvallur,25490825,40588215771.8699
6123,Tamil Nadu,2022,2,chengalpattu,25456618,33118244166.512466
6124,Tamil Nadu,2022,2,salem,16106627,30338068694.55334
6125,Tamil Nadu,2022,2,kancheepuram,15868496,22731542491.811836
6126,Tamil Nadu,2022,2,tiruppur,15482000,23838727353.10485
6127,Tamil Nadu,2022,2,krishnagiri,13942838,24721054679.65894
6128,Tamil Nadu,2022,2,madurai,8320838,17264493941.688946
6129,Tamil Nadu,2022,2,erode,8037374,14313011584.19171
6130,Tamil Nadu,2022,3,chengalpattu,78987490,106079722725.66629
6131,Tamil Nadu,2022,3,coimbatore,43610373,63815834929.8924
6132,Tamil Nadu,2022,3,chennai,42908667,65344650467.52282
6133,Tamil Nadu,2022,3,salem,31403065,50435972371.68587
6134,Tamil Nadu,2022,3,thiruvallur,25690184,40124901027.15739
6135,Tamil Nadu,2022,3,madurai,18854500,34963057317.53805
6136,Tamil Nadu,2022,3,tiruppur,17847117,25599159008.871284
6137,Tamil Nadu,2022,3,kancheepuram,16476680,22598905113.9707
6138,Tamil Nadu,2022,3,krishnagiri,14932340,25680854032.527496
6139,Tamil Nadu,2022,3,erode,9576460,15897874506.90147
6140,Tamil Nadu,2022,4,chengalpattu,109159290,143850411731.03558
6141,Tamil Nadu,2022,4,coimbatore,40259816,56926594389.6588
6142,Tamil Nadu,2022,4,chennai,36087169,52708969517.53118
6143,Tamil Nadu,2022,4,salem,33193962,52189264730.86203
6144,Tamil Nadu,2022,4,thiruvallur,27335584,41018657465.028946
6145,Tamil Nadu,2022,4,madurai,21930141,39075713283.65903
6146,Tamil Nadu,2022,4,tiruppur,20078625,27993817372.884705
6147,Tamil Nadu,2022,4,kancheepuram,17540782,22979273761.17815
6148,Tamil Nadu,2022,4,krishnagiri,16419186,27528800881.08297
6149,Tamil Nadu,2022,4,tiruchirappalli,10348183,18674871633.798847
6150,Tamil Nadu,2023,1,chennai,54082635,74022904169.0
6151,Tamil Nadu,2023,1,chengalpattu,47785112,56466433731.0
6152,Tamil Nadu,2023,1,thiruvallur,44534386,63977916519.0
6153,Tamil Nadu,2023,1,coimbatore,39368101,51615824209.0
6154,Tamil Nadu,2023,1,kancheepuram,28434059,35659195700.0
6155,Tamil Nadu,2023,1,krishnagiri,27060721,42985634120.0
6156,Tamil Nadu,2023,1,tiruppur,23102273,31612220617.0
6157,Tamil Nadu,2023,1,salem,19000542,35440342871.0
6158,Tamil Nadu,2023,1,madurai,12890979,24763626170.0
6159,Tamil Nadu,2023,1,dharmapuri,11334419,21758757618.0
6160,Tamil Nadu,2023,2,chennai,58067196,79752773295.0
6161,Tamil Nadu,2023,2,chengalpattu,51706890,61412309875.0
6162,Tamil Nadu,2023,2,thiruvallur,48176846,68546759350.0
6163,Tamil Nadu,2023,2,coimbatore,41794917,55641017773.0
6164,Tamil Nadu,2023,2,kancheepuram,30960455,38377770025.0
6165,Tamil Nadu,2023,2,krishnagiri,30480238,48954116395.0
6166,Tamil Nadu,2023,2,tiruppur,25315335,34462188247.0
6167,Tamil Nadu,2023,2,salem,20677006,38483559669.0
6168,Tamil Nadu,2023,2,madurai,13702781,26681647309.0
6169,Tamil Nadu,2023,2,dharmapuri,12289754,23737079024.0
6170,Tamil Nadu,2023,3,chennai,64423156,85198861679.0
6171,Tamil Nadu,2023,3,chengalpattu,57523688,66789071996.0
6172,Tamil Nadu,2023,3,thiruvallur,54066131,73751421782.0
6173,Tamil Nadu,2023,3,coimbatore,46819743,60549050278.0
6174,Tamil Nadu,2023,3,kancheepuram,34927894,41722664352.0
6175,Tamil Nadu,2023,3,krishnagiri,34486164,52478701123.0
6176,Tamil Nadu,2023,3,tiruppur,30246050,38263190944.0
6177,Tamil Nadu,2023,3,salem,22733379,40740984216.0
6178,Tamil Nadu,2023,3,madurai,15229079,28300320002.0
6179,Tamil Nadu,2023,3,dharmapuri,13381494,25115860184.0
6180,Tamil Nadu,2023,4,chennai,63203856,84462859933.0
6181,Tamil Nadu,2023,4,chengalpattu,56593183,66002471552.0
6182,Tamil Nadu,2023,4,thiruvallur,55046227,74196249957.0
6183,Tamil Nadu,2023,4,coimbatore,49610094,62771942615.0
6184,Tamil Nadu,2023,4,krishnagiri,38716127,58128403055.0
6185,Tamil Nadu,2023,4,kancheepuram,35825274,42324947809.0
6186,Tamil Nadu,2023,4,tiruppur,33312329,40204687126.0
6187,Tamil Nadu,2023,4,salem,25568703,44455006086.0
6188,Tamil Nadu,2023,4,madurai,16710432,30065725377.0
6189,Tamil Nadu,2023,4,dharmapuri,15564980,28313365775.0
6190,Tamil Nadu,2024,1,chennai,67130965,86437941385.0
6191,Tamil Nadu,2024,1,chengalpattu,60815742,69247029303.0
6192,Tamil Nadu,2024,1,thiruvallur,59336655,77683542938.0
6193,Tamil Nadu,2024,1,coimbatore,51806989,63108899538.0
6194,Tamil Nadu,2024,1,krishnagiri,42695248,61415392428.0
6195,Tamil Nadu,2024,1,kancheepuram,38497430,44400961508.0
6196,Tamil Nadu,2024,1,tiruppur,36955831,42134355819.0
6197,Tamil Nadu,2024,1,salem,27703215,46990936545.0
6198,Tamil Nadu,2024,1,dharmapuri,17857287,31492929049.0
6199,Tamil Nadu,2024,1,madurai,17834154,30974869226.0
6200,Telangana,2018,1,hyderabad,2545507,4287223789.76588
6201,Telangana,2018,1,rangareddy,1459174,2677304926.137567
6202,Telangana,2018,1,medchal malkajgiri,1131530,1912837340.5006719
6203,Telangana,2018,1,warangal urban,349165,421074106.9897361
6204,Telangana,2018,1,sangareddy,291510,399236233.1575477
6205,Telangana,2018,1,karimnagar,224324,271526470.0733862
6206,Telangana,2018,1,nalgonda,204137,267825160.50370258
6207,Telangana,2018,1,khammam,183964,245857422.18747443
6208,Telangana,2018,1,peddapalle,169274,199610181.17809594
6209,Telangana,2018,1,siddipet,144429,197965017.999628
6210,Telangana,2018,2,hyderabad,3156805,6628159910.681627
6211,Telangana,2018,2,rangareddy,1939856,4360690897.522385
6212,Telangana,2018,2,medchal malkajgiri,1459884,3122661501.184857
6213,Telangana,2018,2,warangal urban,385360,729207663.2999268
6214,Telangana,2018,2,sangareddy,370126,717109835.7001467
6215,Telangana,2018,2,karimnagar,253264,526580356.2041131
6216,Telangana,2018,2,nalgonda,246677,552006649.1379006
6217,Telangana,2018,2,khammam,239474,532458838.37570375
6218,Telangana,2018,2,peddapalle,214900,413454435.3323817
6219,Telangana,2018,2,bhadradri kothagudem,189793,504562629.3259425
6220,Telangana,2018,3,hyderabad,5786941,9503554478.108147
6221,Telangana,2018,3,rangareddy,3664948,6264254849.276553
6222,Telangana,2018,3,medchal malkajgiri,2684484,4630531106.973803
6223,Telangana,2018,3,warangal urban,952314,1158736730.452106
6224,Telangana,2018,3,nirmal,594160,443226269.8771687
6225,Telangana,2018,3,karimnagar,567417,773038295.5637382
6226,Telangana,2018,3,sangareddy,545979,1010420934.8381689
6227,Telangana,2018,3,nalgonda,336447,645159574.9435833
6228,Telangana,2018,3,peddapalle,334825,548785775.8472054
6229,Telangana,2018,3,khammam,299774,611486713.5820062
6230,Telangana,2018,4,hyderabad,9360515,14727846731.548256
6231,Telangana,2018,4,rangareddy,5803319,9396311751.227482
6232,Telangana,2018,4,medchal malkajgiri,4598129,7288821271.332445
6233,Telangana,2018,4,warangal urban,917418,1553820916.0367613
6234,Telangana,2018,4,sangareddy,868099,1617023609.7333188
6235,Telangana,2018,4,karimnagar,597642,1058366451.9186106
6236,Telangana,2018,4,nalgonda,520637,1111613192.9887385
6237,Telangana,2018,4,khammam,462678,958128373.8025742
6238,Telangana,2018,4,siddipet,414378,824913162.382491
6239,Telangana,2018,4,peddapalle,390467,777939864.6081892
6240,Telangana,2019,1,hyderabad,24838664,34892156029.40753
6241,Telangana,2019,1,rangareddy,12952050,17677048557.632526
6242,Telangana,2019,1,medchal malkajgiri,10127087,13392043971.075241
6243,Telangana,2019,1,warangal urban,1953906,2836690647.8977265
6244,Telangana,2019,1,sangareddy,1782207,2801488635.44757
6245,Telangana,2019,1,karimnagar,1088155,1693944274.3067384
6246,Telangana,2019,1,nalgonda,995740,1769178906.7148075
6247,Telangana,2019,1,khammam,854495,1481079756.3855424
6248,Telangana,2019,1,siddipet,841516,1380114923.8328254
6249,Telangana,2019,1,nizamabad,705541,1347187035.3619022
6250,Telangana,2019,2,hyderabad,43511186,73949377453.0185
6251,Telangana,2019,2,rangareddy,16348519,25359412038.382965
6252,Telangana,2019,2,medchal malkajgiri,11891107,17462610963.470375
6253,Telangana,2019,2,warangal urban,2185190,3832142348.1167383
6254,Telangana,2019,2,sangareddy,1920044,3684548498.9737563
6255,Telangana,2019,2,karimnagar,1090639,2218679006.703639
6256,Telangana,2019,2,nalgonda,982589,2323581176.516111
6257,Telangana,2019,2,khammam,926878,2063514016.2549326
6258,Telangana,2019,2,siddipet,821209,1837834819.208163
6259,Telangana,2019,2,nizamabad,782289,1812827883.3205523
6260,Telangana,2019,3,hyderabad,55159072,96365182751.25804
6261,Telangana,2019,3,rangareddy,23655175,33663962263.155968
6262,Telangana,2019,3,medchal malkajgiri,17492750,23256556346.306458
6263,Telangana,2019,3,warangal urban,3280635,5206094337.716869
6264,Telangana,2019,3,sangareddy,2699670,4722370404.586679
6265,Telangana,2019,3,karimnagar,1604219,2911171015.4164953
6266,Telangana,2019,3,khammam,1352931,2602393109.2431
6267,Telangana,2019,3,nalgonda,1306394,2779870436.4339104
6268,Telangana,2019,3,nizamabad,1143733,2214953316.84891
6269,Telangana,2019,3,siddipet,1075629,2226176148.8370996
6270,Telangana,2019,4,hyderabad,72987282,130230415629.30252
6271,Telangana,2019,4,rangareddy,31237803,44757331443.568375
6272,Telangana,2019,4,medchal malkajgiri,22999944,31417907129.793076
6273,Telangana,2019,4,warangal urban,4698981,7877138784.222425
6274,Telangana,2019,4,sangareddy,3687957,6643761917.41535
6275,Telangana,2019,4,karimnagar,2289360,4404111000.947508
6276,Telangana,2019,4,nalgonda,1934313,4432868129.214613
6277,Telangana,2019,4,khammam,1917973,3902061676.7459927
6278,Telangana,2019,4,nizamabad,1638281,3627249339.2387323
6279,Telangana,2019,4,siddipet,1508776,3271349293.2839117
6280,Telangana,2020,1,hyderabad,94177232,183207208610.81787
6281,Telangana,2020,1,rangareddy,31802492,45881228273.95146
6282,Telangana,2020,1,medchal malkajgiri,25458101,37404467180.931694
6283,Telangana,2020,1,warangal urban,6200767,12008422912.496418
6284,Telangana,2020,1,sangareddy,4610027,8691296108.435516
6285,Telangana,2020,1,karimnagar,3037633,6437076498.978258
6286,Telangana,2020,1,nalgonda,2636023,6345459438.726551
6287,Telangana,2020,1,khammam,2537352,5525879243.728758
6288,Telangana,2020,1,nizamabad,2202642,4951415940.342635
6289,Telangana,2020,1,siddipet,1912271,4387174573.133842
6290,Telangana,2020,2,hyderabad,56374644,130820061488.30273
6291,Telangana,2020,2,rangareddy,18068048,31273545586.261536
6292,Telangana,2020,2,medchal malkajgiri,17860704,29732057894.607735
6293,Telangana,2020,2,warangal urban,6239185,13617334891.581213
6294,Telangana,2020,2,sangareddy,4807036,8780427655.861984
6295,Telangana,2020,2,nalgonda,3786127,8540610042.867538
6296,Telangana,2020,2,khammam,3329665,7845967966.504283
6297,Telangana,2020,2,karimnagar,3030914,6621194087.94509
6298,Telangana,2020,2,nizamabad,2750473,6638415628.443302
6299,Telangana,2020,2,siddipet,2417054,5240899389.901978
6300,Telangana,2020,3,hyderabad,99285803,228448742377.47607
6301,Telangana,2020,3,rangareddy,29573243,51787722036.044556
6302,Telangana,2020,3,medchal malkajgiri,28698311,48831695001.78223
6303,Telangana,2020,3,warangal urban,7847624,17470830635.334423
6304,Telangana,2020,3,sangareddy,6800085,12980683896.976254
6305,Telangana,2020,3,nalgonda,5228596,12019426389.403297
6306,Telangana,2020,3,khammam,4612672,10624076063.27388
6307,Telangana,2020,3,karimnagar,4242409,9665080706.228874
6308,Telangana,2020,3,nizamabad,3738711,8812060816.702126
6309,Telangana,2020,3,bhadradri kothagudem,3196550,7671316620.377354
6310,Telangana,2020,4,hyderabad,117008707,243045184188.28204
6311,Telangana,2020,4,rangareddy,53405219,89256130453.08658
6312,Telangana,2020,4,medchal malkajgiri,49900746,81801106073.41168
6313,Telangana,2020,4,warangal urban,11918795,25712185991.211586
6314,Telangana,2020,4,sangareddy,11444304,22088541539.150494
6315,Telangana,2020,4,nalgonda,7966177,19282405659.535854
6316,Telangana,2020,4,khammam,7035947,16464448770.047258
6317,Telangana,2020,4,karimnagar,6853847,15369367186.01585
6318,Telangana,2020,4,nizamabad,5857682,15245199022.577251
6319,Telangana,2020,4,bhadradri kothagudem,5185352,12782078782.234629
6320,Telangana,2021,1,hyderabad,169703372,316572388133.78735
6321,Telangana,2021,1,rangareddy,60675056,98883148961.30931
6322,Telangana,2021,1,medchal malkajgiri,54854446,87516738646.29623
6323,Telangana,2021,1,warangal urban,13629397,28292658503.028103
6324,Telangana,2021,1,sangareddy,12350347,23546322114.765312
6325,Telangana,2021,1,nalgonda,8018559,19628854223.15605
6326,Telangana,2021,1,khammam,7140986,17657527187.368073
6327,Telangana,2021,1,karimnagar,6934134,15385243676.854752
6328,Telangana,2021,1,nizamabad,5831809,14665519256.295437
6329,Telangana,2021,1,bhadradri kothagudem,5386614,13659056643.17039
6330,Telangana,2021,2,hyderabad,212326623,424872741465.13696
6331,Telangana,2021,2,rangareddy,63155281,113987187628.93881
6332,Telangana,2021,2,medchal malkajgiri,58755991,102864360004.68025
6333,Telangana,2021,2,warangal urban,15534189,35324332007.02503
6334,Telangana,2021,2,sangareddy,14851128,28799723416.87831
6335,Telangana,2021,2,nalgonda,10161723,25305904142.337223
6336,Telangana,2021,2,khammam,9096326,23771340184.86827
6337,Telangana,2021,2,karimnagar,8548354,20534233590.75627
6338,Telangana,2021,2,nizamabad,7753597,21755545090.473732
6339,Telangana,2021,2,bhadradri kothagudem,6854796,16726841230.685331
6340,Telangana,2021,3,hyderabad,262028284,479343321365.37256
6341,Telangana,2021,3,rangareddy,87884143,147772047919.14047
6342,Telangana,2021,3,medchal malkajgiri,79514766,130838255095.6952
6343,Telangana,2021,3,warangal urban,20050897,41422180516.83781
6344,Telangana,2021,3,sangareddy,18758999,33876669677.960114
6345,Telangana,2021,3,nalgonda,11844124,26760618927.739136
6346,Telangana,2021,3,khammam,10938504,25395360624.33412
6347,Telangana,2021,3,karimnagar,10704240,23540118368.011086
6348,Telangana,2021,3,nizamabad,9331288,22809748582.059334
6349,Telangana,2021,3,bhadradri kothagudem,8176066,18135807092.898582
6350,Telangana,2021,4,hyderabad,325636475,582079170534.0186
6351,Telangana,2021,4,rangareddy,111354739,188838966046.13513
6352,Telangana,2021,4,medchal malkajgiri,98780634,164568262330.06238
6353,Telangana,2021,4,warangal urban,24530882,50725020756.70877
6354,Telangana,2021,4,sangareddy,23598968,43773604056.366425
6355,Telangana,2021,4,nalgonda,14645444,33883155723.957207
6356,Telangana,2021,4,khammam,13424236,31245204308.11756
6357,Telangana,2021,4,karimnagar,13040240,29149229156.48455
6358,Telangana,2021,4,nizamabad,12113902,31740368651.355705
6359,Telangana,2021,4,bhadradri kothagudem,10121890,22567782620.241013
6360,Telangana,2022,1,hyderabad,372711414,661512502141.0775
6361,Telangana,2022,1,rangareddy,127675017,216609881380.40106
6362,Telangana,2022,1,medchal malkajgiri,110893187,185168270983.38605
6363,Telangana,2022,1,warangal urban,27504554,56954288260.23642
6364,Telangana,2022,1,sangareddy,27250369,50754041229.75235
6365,Telangana,2022,1,nalgonda,17014104,39284842780.64408
6366,Telangana,2022,1,khammam,15266245,35894472741.54594
6367,Telangana,2022,1,karimnagar,14698433,32332888869.973804
6368,Telangana,2022,1,nizamabad,13749642,33996713436.015533
6369,Telangana,2022,1,siddipet,11464769,25404779557.018036
6370,Telangana,2022,2,hyderabad,446470234,775908693266.7238
6371,Telangana,2022,2,rangareddy,161888380,267052522620.51453
6372,Telangana,2022,2,medchal malkajgiri,134114768,221257316347.7198
6373,Telangana,2022,2,warangal urban,32791256,66551476649.13394
6374,Telangana,2022,2,sangareddy,32680472,59585382581.45032
6375,Telangana,2022,2,nalgonda,19977314,44558915742.72007
6376,Telangana,2022,2,khammam,17688119,40474391433.33105
6377,Telangana,2022,2,karimnagar,17621343,38465054891.36155
6378,Telangana,2022,2,nizamabad,16389018,40970987322.057236
6379,Telangana,2022,2,siddipet,13598517,29087166428.464252
6380,Telangana,2022,3,hyderabad,1018658174,1586047443981.7905
6381,Telangana,2022,3,rangareddy,169029273,272598081405.12265
6382,Telangana,2022,3,medchal malkajgiri,136384039,223442008167.9499
6383,Telangana,2022,3,sangareddy,33187414,57832647223.37013
6384,Telangana,2022,3,warangal urban,27244856,55794322100.977005
6385,Telangana,2022,3,nalgonda,19442094,40798032880.70633
6386,Telangana,2022,3,karimnagar,17095584,36478353448.996735
6387,Telangana,2022,3,khammam,17010697,36789751400.92127
6388,Telangana,2022,3,nizamabad,15374558,35480941123.20821
6389,Telangana,2022,3,siddipet,12900290,27570105119.137543
6390,Telangana,2022,4,hyderabad,1133829812,1753799022390.8735
6391,Telangana,2022,4,rangareddy,191136402,295773661437.69385
6392,Telangana,2022,4,medchal malkajgiri,151514969,237726926269.25772
6393,Telangana,2022,4,sangareddy,38000808,64649951913.2422
6394,Telangana,2022,4,warangal urban,29269688,57991182917.37883
6395,Telangana,2022,4,nalgonda,21928009,45517531285.29773
6396,Telangana,2022,4,karimnagar,19056918,39357490540.69414
6397,Telangana,2022,4,khammam,18924276,39626352507.58298
6398,Telangana,2022,4,nizamabad,18308473,42744693427.90993
6399,Telangana,2022,4,siddipet,14715170,30384216197.138824
6400,Telangana,2023,1,rangareddy,329344012,487359310308.0
6401,Telangana,2023,1,hyderabad,286887382,415188829698.0
6402,Telangana,2023,1,medchal malkajgiri,256028955,382423152200.0
6403,Telangana,2023,1,sangareddy,64762361,104869739922.0
6404,Telangana,2023,1,warangal urban,47328651,87860641183.0
6405,Telangana,2023,1,nalgonda,36293901,71134878439.0
6406,Telangana,2023,1,khammam,31419139,62870355301.0
6407,Telangana,2023,1,karimnagar,30992192,60096322074.0
6408,Telangana,2023,1,nizamabad,29666757,63849185228.0
6409,Telangana,2023,1,siddipet,24660934,48406373565.0
6410,Telangana,2023,2,rangareddy,384456496,561147925919.0
6411,Telangana,2023,2,hyderabad,328016262,467328236325.0
6412,Telangana,2023,2,medchal malkajgiri,296231089,434043629718.0
6413,Telangana,2023,2,sangareddy,75850320,121290909918.0
6414,Telangana,2023,2,warangal urban,53361513,97631245668.0
6415,Telangana,2023,2,nalgonda,41962395,82903124781.0
6416,Telangana,2023,2,khammam,36607410,71192383492.0
6417,Telangana,2023,2,karimnagar,35552008,67773079796.0
6418,Telangana,2023,2,nizamabad,34994548,75596623775.0
6419,Telangana,2023,2,siddipet,28696623,54855659978.0
6420,Telangana,2023,3,rangareddy,439381886,615864362548.0
6421,Telangana,2023,3,hyderabad,371834420,505153023373.0
6422,Telangana,2023,3,medchal malkajgiri,341559058,477958010169.0
6423,Telangana,2023,3,sangareddy,86831652,129280748237.0
6424,Telangana,2023,3,warangal urban,58807111,102993525406.0
6425,Telangana,2023,3,nalgonda,46150123,83538473626.0
6426,Telangana,2023,3,khammam,40556956,72269888825.0
6427,Telangana,2023,3,karimnagar,39168527,71587338439.0
6428,Telangana,2023,3,nizamabad,37772113,74042361319.0
6429,Telangana,2023,3,siddipet,31010716,57176670840.0
6430,Telangana,2023,4,rangareddy,460487052,647241284036.0
6431,Telangana,2023,4,hyderabad,388720083,532414580487.0
6432,Telangana,2023,4,medchal malkajgiri,362103399,502048775975.0
6433,Telangana,2023,4,sangareddy,96204412,142932848259.0
6434,Telangana,2023,4,warangal urban,64109092,110672394295.0
6435,Telangana,2023,4,nalgonda,51511022,97170343461.0
6436,Telangana,2023,4,khammam,44437431,79230897582.0
6437,Telangana,2023,4,nizamabad,43071426,88928491816.0
6438,Telangana,2023,4,karimnagar,43037506,78614458394.0
6439,Telangana,2023,4,siddipet,34702592,64665935653.0
6440,Telangana,2024,1,rangareddy,488047529,658571093582.0
6441,Telangana,2024,1,hyderabad,402314318,527685058004.0
6442,Telangana,2024,1,medchal malkajgiri,380041109,499878493547.0
6443,Telangana,2024,1,sangareddy,107498888,152357205148.0
6444,Telangana,2024,1,warangal urban,70551596,114560592674.0
6445,Telangana,2024,1,nalgonda,57098940,98606283408.0
6446,Telangana,2024,1,khammam,50268342,85489962260.0
6447,Telangana,2024,1,nizamabad,47460405,88712501584.0
6448,Telangana,2024,1,karimnagar,46640034,78799936388.0
6449,Telangana,2024,1,siddipet,38675119,67849417784.0
6450,Tripura,2018,1,west tripura,70467,68418341.27939591
6451,Tripura,2018,1,south tripura,18338,13785118.334229639
6452,Tripura,2018,1,sepahijala,14107,13224752.635975957
6453,Tripura,2018,1,gomati,12229,11277259.25510255
6454,Tripura,2018,1,north tripura,9915,10869174.626601541
6455,Tripura,2018,1,dhalai,9195,8812172.047209244
6456,Tripura,2018,1,khowai,8838,7242490.357963288
6457,Tripura,2018,1,unakoti,5068,4349605.99414449
6458,Tripura,2018,2,west tripura,108318,127784098.63368198
6459,Tripura,2018,2,south tripura,22366,18977158.301921178
6460,Tripura,2018,2,sepahijala,18815,23613654.4908289
6461,Tripura,2018,2,gomati,16000,15955619.88335196
6462,Tripura,2018,2,dhalai,14563,15283111.134383248
6463,Tripura,2018,2,north tripura,13859,16015790.907680927
6464,Tripura,2018,2,khowai,11440,12338889.10193297
6465,Tripura,2018,2,unakoti,9198,6923396.262354777
6466,Tripura,2018,3,west tripura,168029,229530961.76904222
6467,Tripura,2018,3,south tripura,49250,45613113.08085985
6468,Tripura,2018,3,gomati,34380,36259157.953162886
6469,Tripura,2018,3,sepahijala,33646,39779005.11547229
6470,Tripura,2018,3,unakoti,29360,19643274.575087894
6471,Tripura,2018,3,north tripura,25747,30157424.752639703
6472,Tripura,2018,3,dhalai,22350,31331691.36689817
6473,Tripura,2018,3,khowai,14941,21548759.427429266
6474,Tripura,2018,4,west tripura,192827,305112898.56606925
6475,Tripura,2018,4,sepahijala,53688,62851730.05123251
6476,Tripura,2018,4,south tripura,49820,66095950.12312652
6477,Tripura,2018,4,gomati,38970,48523976.18040443
6478,Tripura,2018,4,north tripura,34385,44032488.7756635
6479,Tripura,2018,4,dhalai,28775,46429185.35186546
6480,Tripura,2018,4,khowai,26880,33718919.53354463
6481,Tripura,2018,4,unakoti,22714,18120450.88253949
6482,Tripura,2019,1,west tripura,269281,356302222.87033004
6483,Tripura,2019,1,sepahijala,65545,79750942.69844744
6484,Tripura,2019,1,south tripura,64445,78239589.10235174
6485,Tripura,2019,1,gomati,51994,62247963.56023827
6486,Tripura,2019,1,khowai,36291,41097809.268162064
6487,Tripura,2019,1,north tripura,35513,53359801.416677624
6488,Tripura,2019,1,dhalai,33295,57107027.86254053
6489,Tripura,2019,1,unakoti,24562,28789584.83707358
6490,Tripura,2019,2,west tripura,259708,400168803.61725503
6491,Tripura,2019,2,south tripura,58687,93657802.46878463
6492,Tripura,2019,2,sepahijala,51675,91802336.89096056
6493,Tripura,2019,2,gomati,44671,72233524.18215181
6494,Tripura,2019,2,dhalai,35446,57168085.150431305
6495,Tripura,2019,2,north tripura,34750,57253647.84893566
6496,Tripura,2019,2,khowai,27357,39594573.11367641
6497,Tripura,2019,2,unakoti,20264,29942709.57518096
6498,Tripura,2019,3,west tripura,370916,501659348.30598545
6499,Tripura,2019,3,south tripura,66682,99290824.56459549
6500,Tripura,2019,3,sepahijala,64021,100769508.41196784
6501,Tripura,2019,3,gomati,60249,87365263.29836246
6502,Tripura,2019,3,north tripura,49503,71077675.08774427
6503,Tripura,2019,3,dhalai,44468,71345910.41205536
6504,Tripura,2019,3,khowai,31061,48267493.19735644
6505,Tripura,2019,3,unakoti,24817,37601399.539157376
6506,Tripura,2019,4,west tripura,394538,585934433.558359
6507,Tripura,2019,4,south tripura,76273,115116709.40717971
6508,Tripura,2019,4,sepahijala,73165,126608014.74795961
6509,Tripura,2019,4,gomati,72919,107373443.70576558
6510,Tripura,2019,4,north tripura,61226,90362263.2944589
6511,Tripura,2019,4,dhalai,52188,79988122.42796019
6512,Tripura,2019,4,khowai,35979,55953879.30109075
6513,Tripura,2019,4,unakoti,35536,54063293.815416425
6514,Tripura,2020,1,west tripura,461888,795860840.742927
6515,Tripura,2020,1,south tripura,89869,155003031.67681995
6516,Tripura,2020,1,sepahijala,82186,153302286.84263223
6517,Tripura,2020,1,gomati,77355,136218979.95952815
6518,Tripura,2020,1,north tripura,71460,109976480.50529519
6519,Tripura,2020,1,dhalai,61425,99410788.98253483
6520,Tripura,2020,1,khowai,43027,73376986.42934099
6521,Tripura,2020,1,unakoti,37292,65629411.24942416
6522,Tripura,2020,2,west tripura,422021,779679849.9780351
6523,Tripura,2020,2,south tripura,120386,209028177.93741143
6524,Tripura,2020,2,sepahijala,113723,189445992.22517106
6525,Tripura,2020,2,north tripura,101129,142793248.50751278
6526,Tripura,2020,2,gomati,94532,143272330.02195236
6527,Tripura,2020,2,dhalai,91473,139760407.46690515
6528,Tripura,2020,2,khowai,57871,87108349.82516634
6529,Tripura,2020,2,unakoti,51385,78087527.62381233
6530,Tripura,2020,3,west tripura,522218,937726111.8013046
6531,Tripura,2020,3,south tripura,151881,270869695.8170734
6532,Tripura,2020,3,sepahijala,144693,269350118.6330105
6533,Tripura,2020,3,north tripura,126884,207965073.7559021
6534,Tripura,2020,3,gomati,121329,214785928.09740338
6535,Tripura,2020,3,dhalai,114616,192403601.42055285
6536,Tripura,2020,3,khowai,72823,129761070.16067821
6537,Tripura,2020,3,unakoti,63441,118957916.52995977
