,State,Year,Quater,District,Registered_Users
2095,Haryana,2021,1,gurugram,2262589
2096,Haryana,2021,1,faridabad,1272506
2097,Haryana,2021,1,hisar,526528
2098,Haryana,2021,1,sonipat,475192
2099,Haryana,2021,1,rewari,453500
2100,Haryana,2021,1,panipat,423131
2101,Haryana,2021,1,karnal,402850
2102,Haryana,2021,1,jhajjar,337303
2103,Haryana,2021,1,palwal,335048
2104,Haryana,2021,1,rohtak,329147
2105,Haryana,2021,2,gurugram,2416391
2106,Haryana,2021,2,faridabad,1360855
2107,Haryana,2021,2,hisar,564047
2108,Haryana,2021,2,sonipat,510058
2109,Haryana,2021,2,rewari,485784
2110,Haryana,2021,2,panipat,454218
2111,Haryana,2021,2,karnal,432042
2112,Haryana,2021,2,jhajjar,362160
2113,Haryana,2021,2,palwal,359544
2114,Haryana,2021,2,rohtak,353305
2115,Haryana,2021,3,gurugram,2589324
2116,Haryana,2021,3,faridabad,1459758
2117,Haryana,2021,3,hisar,606513
2118,Haryana,2021,3,sonipat,549613
2119,Haryana,2021,3,rewari,522734
2120,Haryana,2021,3,panipat,489226
2121,Haryana,2021,3,karnal,464990
2122,Haryana,2021,3,jhajjar,390612
2123,Haryana,2021,3,palwal,387557
2124,Haryana,2021,3,rohtak,380370
2125,Haryana,2021,4,gurugram,2764490
2126,Haryana,2021,4,faridabad,1559756
2127,Haryana,2021,4,hisar,648827
2128,Haryana,2021,4,sonipat,588700
2129,Haryana,2021,4,rewari,559494
2130,Haryana,2021,4,panipat,523678
2131,Haryana,2021,4,karnal,497166
2132,Haryana,2021,4,jhajjar,418950
2133,Haryana,2021,4,palwal,415495
2134,Haryana,2021,4,rohtak,407245
2135,Haryana,2022,1,gurugram,2929873
2136,Haryana,2022,1,faridabad,1654074
2137,Haryana,2022,1,hisar,689980
2138,Haryana,2022,1,sonipat,626016
2139,Haryana,2022,1,rewari,595001
2140,Haryana,2022,1,panipat,556104
2141,Haryana,2022,1,karnal,527415
2142,Haryana,2022,1,jhajjar,445888
2143,Haryana,2022,1,palwal,441872
2144,Haryana,2022,1,rohtak,432623
2145,Haryana,2022,2,gurugram,3088176
2146,Haryana,2022,2,faridabad,1743764
2147,Haryana,2022,2,hisar,727942
2148,Haryana,2022,2,sonipat,661278
2149,Haryana,2022,2,rewari,628614
2150,Haryana,2022,2,panipat,587006
2151,Haryana,2022,2,karnal,555939
2152,Haryana,2022,2,jhajjar,471357
2153,Haryana,2022,2,palwal,466861
2154,Haryana,2022,2,rohtak,456537
2155,Haryana,2022,3,gurugram,3251792
2156,Haryana,2022,3,faridabad,1837594
2157,Haryana,2022,3,hisar,766206
2158,Haryana,2022,3,sonipat,697349
2159,Haryana,2022,3,rewari,663418
2160,Haryana,2022,3,panipat,618937
2161,Haryana,2022,3,karnal,584928
2162,Haryana,2022,3,jhajjar,497580
2163,Haryana,2022,3,palwal,492837
2164,Haryana,2022,3,rohtak,481082
2165,Haryana,2022,4,gurugram,3416098
2166,Haryana,2022,4,faridabad,1930743
2167,Haryana,2022,4,hisar,801156
2168,Haryana,2022,4,sonipat,731324
2169,Haryana,2022,4,rewari,696113
2170,Haryana,2022,4,panipat,649292
2171,Haryana,2022,4,karnal,611868
2172,Haryana,2022,4,jhajjar,521692
2173,Haryana,2022,4,palwal,516553
2174,Haryana,2022,4,rohtak,504058
2175,Haryana,2023,1,gurugram,3572322
2176,Haryana,2023,1,faridabad,2018956
2177,Haryana,2023,1,hisar,846309
2178,Haryana,2023,1,sonipat,764865
2179,Haryana,2023,1,rewari,728428
2180,Haryana,2023,1,panipat,679052
2181,Haryana,2023,1,karnal,638547
2182,Haryana,2023,1,jhajjar,545862
2183,Haryana,2023,1,palwal,540064
2184,Haryana,2023,1,rohtak,527046
2185,Haryana,2023,2,gurugram,3707352
2186,Haryana,2023,2,faridabad,2097648
2187,Haryana,2023,2,hisar,879031
2188,Haryana,2023,2,sonipat,796213
2189,Haryana,2023,2,rewari,757958
2190,Haryana,2023,2,panipat,706703
2191,Haryana,2023,2,karnal,664313
2192,Haryana,2023,2,jhajjar,568479
2193,Haryana,2023,2,palwal,562608
2194,Haryana,2023,2,rohtak,547825
2195,Haryana,2023,3,gurugram,3846607
2196,Haryana,2023,3,faridabad,2177737
2197,Haryana,2023,3,hisar,913340
2198,Haryana,2023,3,sonipat,828230
2199,Haryana,2023,3,rewari,788131
2200,Haryana,2023,3,panipat,735266
2201,Haryana,2023,3,karnal,690422
2202,Haryana,2023,3,jhajjar,591881
2203,Haryana,2023,3,palwal,585232
2204,Haryana,2023,3,rohtak,570001
2205,Haryana,2023,4,gurugram,3980597
2206,Haryana,2023,4,faridabad,2254787
2207,Haryana,2023,4,hisar,945044
2208,Haryana,2023,4,sonipat,857752
2209,Haryana,2023,4,rewari,817197
2210,Haryana,2023,4,panipat,761069
2211,Haryana,2023,4,karnal,714314
2212,Haryana,2023,4,jhajjar,613796
2213,Haryana,2023,4,palwal,606281
2214,Haryana,2023,4,rohtak,589438
2215,Haryana,2024,1,gurugram,4134124
2216,Haryana,2024,1,faridabad,2342026
2217,Haryana,2024,1,hisar,981843
2218,Haryana,2024,1,sonipat,892110
2219,Haryana,2024,1,rewari,850468
2220,Haryana,2024,1,panipat,791258
2221,Haryana,2024,1,karnal,741880
2222,Haryana,2024,1,jhajjar,638613
2223,Haryana,2024,1,palwal,630556
2224,Haryana,2024,1,rohtak,612619
2225,Himachal Pradesh,2018,1,solan,50035
2226,Himachal Pradesh,2018,1,kangra,39016
2227,Himachal Pradesh,2018,1,shimla,28214
2228,Himachal Pradesh,2018,1,mandi,26238
2229,Himachal Pradesh,2018,1,sirmaur,15880
2230,Himachal Pradesh,2018,1,hamirpur,15614
2231,Himachal Pradesh,2018,1,kullu,15318
2232,Himachal Pradesh,2018,1,una,13234
2233,Himachal Pradesh,2018,1,bilaspur,11975
2234,Himachal Pradesh,2018,1,chamba,8678
2235,Himachal Pradesh,2018,2,solan,68950
2236,Himachal Pradesh,2018,2,kangra,54828
2237,Himachal Pradesh,2018,2,shimla,38590
2238,Himachal Pradesh,2018,2,mandi,36126
2239,Himachal Pradesh,2018,2,sirmaur,22379
2240,Himachal Pradesh,2018,2,hamirpur,21374
2241,Himachal Pradesh,2018,2,kullu,21077
2242,Himachal Pradesh,2018,2,una,18691
2243,Himachal Pradesh,2018,2,bilaspur,16531
2244,Himachal Pradesh,2018,2,chamba,12259
2245,Himachal Pradesh,2018,3,solan,88724
2246,Himachal Pradesh,2018,3,kangra,71494
2247,Himachal Pradesh,2018,3,shimla,49820
2248,Himachal Pradesh,2018,3,mandi,45876
2249,Himachal Pradesh,2018,3,sirmaur,28959
2250,Himachal Pradesh,2018,3,hamirpur,27915
2251,Himachal Pradesh,2018,3,kullu,26840
2252,Himachal Pradesh,2018,3,una,24952
2253,Himachal Pradesh,2018,3,bilaspur,21030
2254,Himachal Pradesh,2018,3,chamba,16157
2255,Himachal Pradesh,2018,4,solan,113278
2256,Himachal Pradesh,2018,4,kangra,92887
2257,Himachal Pradesh,2018,4,shimla,64640
2258,Himachal Pradesh,2018,4,mandi,58526
2259,Himachal Pradesh,2018,4,sirmaur,38194
2260,Himachal Pradesh,2018,4,hamirpur,35979
2261,Himachal Pradesh,2018,4,kullu,34719
2262,Himachal Pradesh,2018,4,una,32451
2263,Himachal Pradesh,2018,4,bilaspur,26517
2264,Himachal Pradesh,2018,4,chamba,21538
2265,Himachal Pradesh,2019,1,solan,139300
2266,Himachal Pradesh,2019,1,kangra,115120
2267,Himachal Pradesh,2019,1,shimla,80651
2268,Himachal Pradesh,2019,1,mandi,72963
2269,Himachal Pradesh,2019,1,sirmaur,47638
2270,Himachal Pradesh,2019,1,hamirpur,44206
2271,Himachal Pradesh,2019,1,kullu,43436
2272,Himachal Pradesh,2019,1,una,40315
2273,Himachal Pradesh,2019,1,bilaspur,32537
2274,Himachal Pradesh,2019,1,chamba,27481
2275,Himachal Pradesh,2019,2,solan,159989
2276,Himachal Pradesh,2019,2,kangra,139517
2277,Himachal Pradesh,2019,2,shimla,96928
2278,Himachal Pradesh,2019,2,mandi,86701
2279,Himachal Pradesh,2019,2,sirmaur,55409
2280,Himachal Pradesh,2019,2,kullu,51977
2281,Himachal Pradesh,2019,2,hamirpur,51669
2282,Himachal Pradesh,2019,2,una,47644
2283,Himachal Pradesh,2019,2,bilaspur,38131
2284,Himachal Pradesh,2019,2,chamba,33377
2285,Himachal Pradesh,2019,3,solan,178922
2286,Himachal Pradesh,2019,3,kangra,160161
2287,Himachal Pradesh,2019,3,shimla,110575
2288,Himachal Pradesh,2019,3,mandi,98589
2289,Himachal Pradesh,2019,3,sirmaur,62048
2290,Himachal Pradesh,2019,3,kullu,59192
2291,Himachal Pradesh,2019,3,hamirpur,58950
2292,Himachal Pradesh,2019,3,una,54164
2293,Himachal Pradesh,2019,3,bilaspur,43115
2294,Himachal Pradesh,2019,3,chamba,37974
2295,Himachal Pradesh,2019,4,solan,198962
2296,Himachal Pradesh,2019,4,kangra,181133
2297,Himachal Pradesh,2019,4,shimla,124960
2298,Himachal Pradesh,2019,4,mandi,111017
2299,Himachal Pradesh,2019,4,sirmaur,69583
2300,Himachal Pradesh,2019,4,kullu,66640
2301,Himachal Pradesh,2019,4,hamirpur,66179
2302,Himachal Pradesh,2019,4,una,61055
2303,Himachal Pradesh,2019,4,bilaspur,48453
2304,Himachal Pradesh,2019,4,chamba,43715
2305,Himachal Pradesh,2020,1,solan,220293
2306,Himachal Pradesh,2020,1,kangra,205367
2307,Himachal Pradesh,2020,1,shimla,139890
2308,Himachal Pradesh,2020,1,mandi,124971
2309,Himachal Pradesh,2020,1,sirmaur,77972
2310,Himachal Pradesh,2020,1,kullu,74668
2311,Himachal Pradesh,2020,1,hamirpur,73945
2312,Himachal Pradesh,2020,1,una,68564
2313,Himachal Pradesh,2020,1,bilaspur,54024
2314,Himachal Pradesh,2020,1,chamba,50169
2315,Himachal Pradesh,2020,2,solan,243732
2316,Himachal Pradesh,2020,2,kangra,235773
2317,Himachal Pradesh,2020,2,shimla,156539
2318,Himachal Pradesh,2020,2,mandi,142668
2319,Himachal Pradesh,2020,2,sirmaur,88117
2320,Himachal Pradesh,2020,2,hamirpur,84216
2321,Himachal Pradesh,2020,2,kullu,82616
2322,Himachal Pradesh,2020,2,una,78363
2323,Himachal Pradesh,2020,2,bilaspur,61050
2324,Himachal Pradesh,2020,2,chamba,58362
2325,Himachal Pradesh,2020,3,solan,265701
2326,Himachal Pradesh,2020,3,kangra,261293
2327,Himachal Pradesh,2020,3,shimla,172418
2328,Himachal Pradesh,2020,3,mandi,158237
2329,Himachal Pradesh,2020,3,sirmaur,97464
2330,Himachal Pradesh,2020,3,hamirpur,93465
2331,Himachal Pradesh,2020,3,kullu,90699
2332,Himachal Pradesh,2020,3,una,86177
2333,Himachal Pradesh,2020,3,bilaspur,67233
2334,Himachal Pradesh,2020,3,chamba,65214
2335,Himachal Pradesh,2020,4,solan,289889
2336,Himachal Pradesh,2020,4,kangra,285210
2337,Himachal Pradesh,2020,4,shimla,189005
2338,Himachal Pradesh,2020,4,mandi,173403
2339,Himachal Pradesh,2020,4,sirmaur,107144
2340,Himachal Pradesh,2020,4,hamirpur,101825
2341,Himachal Pradesh,2020,4,kullu,99814
2342,Himachal Pradesh,2020,4,una,93778
2343,Himachal Pradesh,2020,4,bilaspur,73296
2344,Himachal Pradesh,2020,4,chamba,72124
2345,Himachal Pradesh,2021,1,solan,312360
2346,Himachal Pradesh,2021,1,kangra,306531
2347,Himachal Pradesh,2021,1,shimla,202911
2348,Himachal Pradesh,2021,1,mandi,186340
2349,Himachal Pradesh,2021,1,sirmaur,115705
2350,Himachal Pradesh,2021,1,hamirpur,109372
2351,Himachal Pradesh,2021,1,kullu,107536
2352,Himachal Pradesh,2021,1,una,100832
2353,Himachal Pradesh,2021,1,bilaspur,78663
2354,Himachal Pradesh,2021,1,chamba,77599
2355,Himachal Pradesh,2021,2,solan,334716
2356,Himachal Pradesh,2021,2,kangra,329232
2357,Himachal Pradesh,2021,2,shimla,218068
2358,Himachal Pradesh,2021,2,mandi,200277
2359,Himachal Pradesh,2021,2,sirmaur,124764
2360,Himachal Pradesh,2021,2,hamirpur,117381
2361,Himachal Pradesh,2021,2,kullu,115278
2362,Himachal Pradesh,2021,2,una,108338
2363,Himachal Pradesh,2021,2,bilaspur,84508
2364,Himachal Pradesh,2021,2,chamba,83542
2365,Himachal Pradesh,2021,3,solan,360324
2366,Himachal Pradesh,2021,3,kangra,355274
2367,Himachal Pradesh,2021,3,shimla,235163
2368,Himachal Pradesh,2021,3,mandi,216188
2369,Himachal Pradesh,2021,3,sirmaur,134870
2370,Himachal Pradesh,2021,3,hamirpur,126753
2371,Himachal Pradesh,2021,3,kullu,124078
2372,Himachal Pradesh,2021,3,una,116973
2373,Himachal Pradesh,2021,3,bilaspur,91291
2374,Himachal Pradesh,2021,3,chamba,90344
2375,Himachal Pradesh,2021,4,solan,385901
2376,Himachal Pradesh,2021,4,kangra,380492
2377,Himachal Pradesh,2021,4,shimla,251745
2378,Himachal Pradesh,2021,4,mandi,231360
2379,Himachal Pradesh,2021,4,sirmaur,144716
2380,Himachal Pradesh,2021,4,hamirpur,135670
2381,Himachal Pradesh,2021,4,kullu,132702
2382,Himachal Pradesh,2021,4,una,125192
2383,Himachal Pradesh,2021,4,bilaspur,97687
2384,Himachal Pradesh,2021,4,chamba,96745
2385,Himachal Pradesh,2022,1,solan,410487
2386,Himachal Pradesh,2022,1,kangra,405048
2387,Himachal Pradesh,2022,1,shimla,267642
2388,Himachal Pradesh,2022,1,mandi,246307
2389,Himachal Pradesh,2022,1,sirmaur,154267
2390,Himachal Pradesh,2022,1,hamirpur,144434
2391,Himachal Pradesh,2022,1,kullu,141024
2392,Himachal Pradesh,2022,1,una,133249
2393,Himachal Pradesh,2022,1,bilaspur,104121
2394,Himachal Pradesh,2022,1,chamba,103270
2395,Himachal Pradesh,2022,2,solan,433753
2396,Himachal Pradesh,2022,2,kangra,427676
2397,Himachal Pradesh,2022,2,shimla,282560
2398,Himachal Pradesh,2022,2,mandi,260233
2399,Himachal Pradesh,2022,2,sirmaur,163150
2400,Himachal Pradesh,2022,2,hamirpur,152759
2401,Himachal Pradesh,2022,2,kullu,148844
2402,Himachal Pradesh,2022,2,una,140791
2403,Himachal Pradesh,2022,2,bilaspur,110019
2404,Himachal Pradesh,2022,2,chamba,109087
2405,Himachal Pradesh,2022,3,solan,457393
2406,Himachal Pradesh,2022,3,kangra,449619
2407,Himachal Pradesh,2022,3,shimla,296508
2408,Himachal Pradesh,2022,3,mandi,273475
2409,Himachal Pradesh,2022,3,sirmaur,171743
2410,Himachal Pradesh,2022,3,hamirpur,160759
2411,Himachal Pradesh,2022,3,kullu,156387
2412,Himachal Pradesh,2022,3,una,148148
2413,Himachal Pradesh,2022,3,bilaspur,115654
2414,Himachal Pradesh,2022,3,chamba,114576
2415,Himachal Pradesh,2022,4,solan,479537
2416,Himachal Pradesh,2022,4,kangra,468410
2417,Himachal Pradesh,2022,4,shimla,308448
2418,Himachal Pradesh,2022,4,mandi,284425
2419,Himachal Pradesh,2022,4,sirmaur,179223
2420,Himachal Pradesh,2022,4,hamirpur,167686
2421,Himachal Pradesh,2022,4,kullu,162922
2422,Himachal Pradesh,2022,4,una,154314
2423,Himachal Pradesh,2022,4,bilaspur,120345
2424,Himachal Pradesh,2022,4,chamba,118985
2425,Himachal Pradesh,2023,1,solan,501947
2426,Himachal Pradesh,2023,1,kangra,489369
2427,Himachal Pradesh,2023,1,shimla,322036
2428,Himachal Pradesh,2023,1,mandi,296936
2429,Himachal Pradesh,2023,1,sirmaur,187417
2430,Himachal Pradesh,2023,1,hamirpur,175074
2431,Himachal Pradesh,2023,1,kullu,170048
2432,Himachal Pradesh,2023,1,una,161122
2433,Himachal Pradesh,2023,1,bilaspur,125771
2434,Himachal Pradesh,2023,1,chamba,124457
2435,Himachal Pradesh,2023,2,solan,523060
2436,Himachal Pradesh,2023,2,kangra,510261
2437,Himachal Pradesh,2023,2,shimla,335735
2438,Himachal Pradesh,2023,2,mandi,310048
2439,Himachal Pradesh,2023,2,sirmaur,195687
2440,Himachal Pradesh,2023,2,hamirpur,182553
2441,Himachal Pradesh,2023,2,kullu,177077
2442,Himachal Pradesh,2023,2,una,168253
2443,Himachal Pradesh,2023,2,bilaspur,131239
2444,Himachal Pradesh,2023,2,chamba,130138
2445,Himachal Pradesh,2023,3,solan,544140
2446,Himachal Pradesh,2023,3,kangra,530786
2447,Himachal Pradesh,2023,3,shimla,348966
2448,Himachal Pradesh,2023,3,mandi,322502
2449,Himachal Pradesh,2023,3,sirmaur,203991
2450,Himachal Pradesh,2023,3,hamirpur,189913
2451,Himachal Pradesh,2023,3,kullu,184280
2452,Himachal Pradesh,2023,3,una,175125
2453,Himachal Pradesh,2023,3,bilaspur,136648
2454,Himachal Pradesh,2023,3,chamba,135482
2455,Himachal Pradesh,2023,4,solan,565485
2456,Himachal Pradesh,2023,4,kangra,551176
2457,Himachal Pradesh,2023,4,shimla,362109
2458,Himachal Pradesh,2023,4,mandi,335088
2459,Himachal Pradesh,2023,4,sirmaur,212088
2460,Himachal Pradesh,2023,4,hamirpur,197499
2461,Himachal Pradesh,2023,4,kullu,191029
2462,Himachal Pradesh,2023,4,una,181977
2463,Himachal Pradesh,2023,4,bilaspur,141779
2464,Himachal Pradesh,2023,4,chamba,140790
2465,Himachal Pradesh,2024,1,solan,589300
2466,Himachal Pradesh,2024,1,kangra,574721
2467,Himachal Pradesh,2024,1,shimla,377256
2468,Himachal Pradesh,2024,1,mandi,349578
2469,Himachal Pradesh,2024,1,sirmaur,221437
2470,Himachal Pradesh,2024,1,hamirpur,205849
2471,Himachal Pradesh,2024,1,kullu,199263
2472,Himachal Pradesh,2024,1,una,189642
2473,Himachal Pradesh,2024,1,bilaspur,147931
2474,Himachal Pradesh,2024,1,chamba,147121
2475,Jammu & Kashmir,2018,1,jammu,45294
2476,Jammu & Kashmir,2018,1,srinagar,18233
2477,Jammu & Kashmir,2018,1,baramulla,16299
2478,Jammu & Kashmir,2018,1,budgam,11594
2479,Jammu & Kashmir,2018,1,anantnag,11556
2480,Jammu & Kashmir,2018,1,udhampur,8457
2481,Jammu & Kashmir,2018,1,pulwama,8441
2482,Jammu & Kashmir,2018,1,kathua,8039
2483,Jammu & Kashmir,2018,1,kupwara,7254
2484,Jammu & Kashmir,2018,1,samba,6534
2485,Jammu & Kashmir,2018,2,jammu,64681
2486,Jammu & Kashmir,2018,2,srinagar,27035
2487,Jammu & Kashmir,2018,2,baramulla,25870
2488,Jammu & Kashmir,2018,2,budgam,17809
2489,Jammu & Kashmir,2018,2,anantnag,16373
2490,Jammu & Kashmir,2018,2,pulwama,12218
2491,Jammu & Kashmir,2018,2,udhampur,12195
2492,Jammu & Kashmir,2018,2,kathua,11778
2493,Jammu & Kashmir,2018,2,kupwara,11482
2494,Jammu & Kashmir,2018,2,samba,9601
2495,Jammu & Kashmir,2018,3,jammu,86877
2496,Jammu & Kashmir,2018,3,srinagar,35583
2497,Jammu & Kashmir,2018,3,baramulla,31069
2498,Jammu & Kashmir,2018,3,budgam,22301
2499,Jammu & Kashmir,2018,3,anantnag,20234
2500,Jammu & Kashmir,2018,3,udhampur,16058
2501,Jammu & Kashmir,2018,3,kathua,15849
2502,Jammu & Kashmir,2018,3,kupwara,15754
2503,Jammu & Kashmir,2018,3,pulwama,15427
2504,Jammu & Kashmir,2018,3,samba,13304
2505,Jammu & Kashmir,2018,4,jammu,113005
2506,Jammu & Kashmir,2018,4,srinagar,44328
2507,Jammu & Kashmir,2018,4,baramulla,37661
2508,Jammu & Kashmir,2018,4,budgam,27710
2509,Jammu & Kashmir,2018,4,anantnag,24448
2510,Jammu & Kashmir,2018,4,udhampur,21123
2511,Jammu & Kashmir,2018,4,kathua,21030
2512,Jammu & Kashmir,2018,4,kupwara,20492
2513,Jammu & Kashmir,2018,4,pulwama,18846
2514,Jammu & Kashmir,2018,4,samba,17595
2515,Jammu & Kashmir,2019,1,jammu,134408
2516,Jammu & Kashmir,2019,1,srinagar,52762
2517,Jammu & Kashmir,2019,1,baramulla,45150
2518,Jammu & Kashmir,2019,1,budgam,34255
2519,Jammu & Kashmir,2019,1,anantnag,30103
2520,Jammu & Kashmir,2019,1,kathua,25620
2521,Jammu & Kashmir,2019,1,kupwara,25544
2522,Jammu & Kashmir,2019,1,udhampur,25515
2523,Jammu & Kashmir,2019,1,pulwama,23230
2524,Jammu & Kashmir,2019,1,samba,21495
2525,Jammu & Kashmir,2019,2,jammu,160241
2526,Jammu & Kashmir,2019,2,srinagar,62190
2527,Jammu & Kashmir,2019,2,baramulla,53196
2528,Jammu & Kashmir,2019,2,budgam,39965
2529,Jammu & Kashmir,2019,2,anantnag,35488
2530,Jammu & Kashmir,2019,2,kupwara,30791
2531,Jammu & Kashmir,2019,2,kathua,30602
2532,Jammu & Kashmir,2019,2,udhampur,29856
2533,Jammu & Kashmir,2019,2,pulwama,27167
2534,Jammu & Kashmir,2019,2,samba,25990
2535,Jammu & Kashmir,2019,3,jammu,169849
2536,Jammu & Kashmir,2019,3,srinagar,64758
2537,Jammu & Kashmir,2019,3,baramulla,54404
2538,Jammu & Kashmir,2019,3,budgam,41004
2539,Jammu & Kashmir,2019,3,anantnag,36371
2540,Jammu & Kashmir,2019,3,kupwara,32431
2541,Jammu & Kashmir,2019,3,kathua,32213
2542,Jammu & Kashmir,2019,3,udhampur,31297
2543,Jammu & Kashmir,2019,3,pulwama,27963
2544,Jammu & Kashmir,2019,3,samba,27579
2545,Jammu & Kashmir,2019,4,jammu,174858
2546,Jammu & Kashmir,2019,4,srinagar,65611
2547,Jammu & Kashmir,2019,4,baramulla,55042
2548,Jammu & Kashmir,2019,4,budgam,41377
2549,Jammu & Kashmir,2019,4,anantnag,36725
2550,Jammu & Kashmir,2019,4,kathua,33481
2551,Jammu & Kashmir,2019,4,kupwara,33279
2552,Jammu & Kashmir,2019,4,udhampur,32252
2553,Jammu & Kashmir,2019,4,pulwama,28336
2554,Jammu & Kashmir,2019,4,samba,28333
2555,Jammu & Kashmir,2020,1,jammu,191031
2556,Jammu & Kashmir,2020,1,srinagar,70755
2557,Jammu & Kashmir,2020,1,baramulla,59123
2558,Jammu & Kashmir,2020,1,budgam,44636
2559,Jammu & Kashmir,2020,1,anantnag,39513
2560,Jammu & Kashmir,2020,1,kathua,37300
2561,Jammu & Kashmir,2020,1,kupwara,36690
2562,Jammu & Kashmir,2020,1,udhampur,35408
2563,Jammu & Kashmir,2020,1,samba,31570
2564,Jammu & Kashmir,2020,1,pulwama,30796
2565,Jammu & Kashmir,2020,2,jammu,220805
2566,Jammu & Kashmir,2020,2,srinagar,78458
2567,Jammu & Kashmir,2020,2,baramulla,66095
2568,Jammu & Kashmir,2020,2,budgam,49962
2569,Jammu & Kashmir,2020,2,kathua,44719
2570,Jammu & Kashmir,2020,2,anantnag,44423
2571,Jammu & Kashmir,2020,2,kupwara,41855
2572,Jammu & Kashmir,2020,2,udhampur,41813
2573,Jammu & Kashmir,2020,2,samba,37600
2574,Jammu & Kashmir,2020,2,pulwama,34565
2575,Jammu & Kashmir,2020,3,jammu,248814
2576,Jammu & Kashmir,2020,3,srinagar,87182
2577,Jammu & Kashmir,2020,3,baramulla,73162
2578,Jammu & Kashmir,2020,3,budgam,55153
2579,Jammu & Kashmir,2020,3,kathua,50914
2580,Jammu & Kashmir,2020,3,anantnag,49443
2581,Jammu & Kashmir,2020,3,udhampur,47399
2582,Jammu & Kashmir,2020,3,kupwara,47288
2583,Jammu & Kashmir,2020,3,samba,42915
2584,Jammu & Kashmir,2020,3,pulwama,38434
2585,Jammu & Kashmir,2020,4,jammu,282463
2586,Jammu & Kashmir,2020,4,srinagar,98923
2587,Jammu & Kashmir,2020,4,baramulla,83119
2588,Jammu & Kashmir,2020,4,budgam,62364
2589,Jammu & Kashmir,2020,4,kathua,57651
2590,Jammu & Kashmir,2020,4,anantnag,56211
2591,Jammu & Kashmir,2020,4,kupwara,54447
2592,Jammu & Kashmir,2020,4,udhampur,53803
2593,Jammu & Kashmir,2020,4,samba,48775
2594,Jammu & Kashmir,2020,4,rajouri,43240
2595,Jammu & Kashmir,2021,1,jammu,307670
2596,Jammu & Kashmir,2021,1,srinagar,107147
2597,Jammu & Kashmir,2021,1,baramulla,90607
2598,Jammu & Kashmir,2021,1,budgam,67920
2599,Jammu & Kashmir,2021,1,kathua,62777
